REGISTRATION_NUMBER,STUDENT_NAME,STUDENT_GENDER,STUDENT_DEPARTMENT,STUDENT_CGPA,STUDENT_EMAILID,STUDENT_CONTACT_NUMBER
2017001074,Andrea Seguin,Male,Mechanical,9.24,AndreaSeguin@yahoo.co.in,9986299883
2017001075,Mary Keith,Male,EIE,5.38,MaryKeith@rediffmail.com,9986616308
2017001076,Billy Gartner,Female,ECE,5.84,BillyGartner@yahoo.co.in,9986087498
2017001077,Horace Bentley,Male,Civil,7.29,HoraceBentley@rediffmail.com,9986226880
2017001078,Charles Smither,Female,Mechanical,8.1,CharlesSmither@rediffmail.com,9986548716
2017001079,Mike Colon,Female,ECE,8.33,MikeColon@yahoo.co.in,9986078689
2017001080,Jamie Leatherman,Female,EIE,6.95,JamieLeatherman@rediffmail.com,9986641278
2017001081,Christopher Rosemond,Female,CSE,6.34,ChristopherRosemond@gmail.com,9986104076
2017001082,Peter Wurth,Female,Civil,6.0,PeterWurth@yahoo.co.in,9986673186
2017001083,Russell Helmes,Male,Mechanical,7.1,RussellHelmes@yahoo.co.in,9986581963
2017001084,Frances Garcia,Male,ECE,7.65,FrancesGarcia@hotmail.com,9986450106
2017001085,Tuan Nichols,Female,CSE,7.68,TuanNichols@yahoo.co.in,9986124085
2017001086,Tyrell Ellis,Female,EEE,5.95,TyrellEllis@yahoo.co.in,9986552700
2017001087,Betty Gill,Female,ECE,6.43,BettyGill@gmail.com,9986858261
2017001088,Sean Hodges,Female,CSE,5.12,SeanHodges@hotmail.com,9986113987
2017001089,Scott Gillam,Male,Mechanical,5.33,ScottGillam@gmail.com,9986533012
2017001090,Andre Marinaccio,Male,EEE,6.77,AndreMarinaccio@rediffmail.com,9986892083
2017001091,Roger Fix,Female,CSE,5.61,RogerFix@gmail.com,9986622743
2017001092,Dorothy Rodriguez,Male,CSE,5.83,DorothyRodriguez@hotmail.com,9986936496
2017001093,Mary Garcia,Female,Mechanical,7.51,MaryGarcia@yahoo.co.in,9986463754
2017001094,Daniel Varela,Male,ECE,7.39,DanielVarela@hotmail.com,9986913651
2017001095,Sarah Tobey,Female,CSE,6.26,SarahTobey@yahoo.co.in,9986904303
2017001096,Willie Bolton,Male,ECE,5.67,WillieBolton@yahoo.co.in,9986418523
2017001097,Lorena King,Female,Mechanical,5.19,LorenaKing@yahoo.co.in,9986403521
2017001098,Scott Kwiatkowski,Male,Civil,6.27,ScottKwiatkowski@gmail.com,9986786088
2017001099,Herschel Bennett,Male,EEE,8.44,HerschelBennett@yahoo.co.in,9986702062
2017001100,Jonathan Cagle,Male,ECE,9.21,JonathanCagle@yahoo.co.in,9986968642
2017001101,Shawana Ladner,Male,EIE,9.11,ShawanaLadner@yahoo.co.in,9986219139
2017001102,William Tow,Female,CSE,7.1,WilliamTow@hotmail.com,9986487614
2017001103,Richard Portis,Male,EIE,8.4,RichardPortis@yahoo.co.in,9986903008
2017001104,Bert Rastorfer,Male,ECE,5.88,BertRastorfer@rediffmail.com,9986447811
2017001105,Vida Robinson,Female,CSE,8.45,VidaRobinson@hotmail.com,9986145481
2017001106,Ruth Belyoussian,Male,EIE,7.22,RuthBelyoussian@yahoo.co.in,9986809139
2017001107,Jerry Yazzie,Male,EIE,5.86,JerryYazzie@rediffmail.com,9986640175
2017001108,Ginger Bay,Male,Civil,7.17,GingerBay@hotmail.com,9986584621
2017001109,Michelle Montoya,Female,Civil,7.96,MichelleMontoya@hotmail.com,9986225059
2017001110,Jeffrey Carter,Female,ECE,6.08,JeffreyCarter@hotmail.com,9986456430
2017001111,Stephen Heath,Male,EEE,8.97,StephenHeath@gmail.com,9986136273
2017001112,Tammy Girton,Male,Mechanical,7.36,TammyGirton@hotmail.com,9986925152
2017001113,Barbara Penn,Male,ECE,7.96,BarbaraPenn@yahoo.co.in,9986708260
2017001114,Eloise Dowd,Male,EIE,7.67,EloiseDowd@yahoo.co.in,9986903236
2017001115,Curtis Jackson,Male,Civil,8.94,CurtisJackson@hotmail.com,9986455473
2017001116,Shana Barnes,Female,Mechanical,8.83,ShanaBarnes@hotmail.com,9986699128
2017001117,Christine Whitley,Male,EEE,8.65,ChristineWhitley@hotmail.com,9986787659
2017001118,Rita Burnette,Female,Mechanical,7.49,RitaBurnette@gmail.com,9986413291
2017001119,Araceli Jones,Male,EEE,8.4,AraceliJones@gmail.com,9986274648
2017001120,Clark Trumbo,Female,Mechanical,7.6,ClarkTrumbo@yahoo.co.in,9986954880
2017001121,Charles Patrick,Male,EEE,5.69,CharlesPatrick@hotmail.com,9986863816
2017001122,Helen Mcghee,Male,Civil,7.18,HelenMcghee@hotmail.com,9986071109
2017001123,Susan Blankenship,Male,EEE,6.54,SusanBlankenship@rediffmail.com,9986121310
2017001124,Meagan Mcclain,Female,ECE,5.24,MeaganMcclain@yahoo.co.in,9986836317
2017001125,Lisa Harris,Female,EIE,6.74,LisaHarris@rediffmail.com,9986151803
2017001126,Vida Hightower,Male,EEE,9.67,VidaHightower@yahoo.co.in,9986540242
2017001127,Sarah Groh,Female,CSE,10.0,SarahGroh@gmail.com,9986818276
2017001128,Jessica Sweeney,Male,CSE,6.82,JessicaSweeney@gmail.com,9986533190
2017001129,Michael Holliday,Male,Mechanical,9.02,MichaelHolliday@hotmail.com,9986307976
2017001130,Jessica Rayburn,Female,EEE,6.84,JessicaRayburn@rediffmail.com,9986983409
2017001131,Carole Acuna,Male,Mechanical,5.61,CaroleAcuna@hotmail.com,9986765087
2017001132,Jerome Harrison,Female,Civil,9.31,JeromeHarrison@gmail.com,9986506568
2017001133,Billy Renick,Female,CSE,6.62,BillyRenick@yahoo.co.in,9986886211
2017001134,David Rodriguez,Male,CSE,9.32,DavidRodriguez@hotmail.com,9986595218
2017001135,Jaime Musso,Male,EIE,7.51,JaimeMusso@yahoo.co.in,9986649983
2017001136,Michael Hill,Female,Mechanical,5.8,MichaelHill@gmail.com,9986202997
2017001137,Nancy Bailey,Female,EIE,7.35,NancyBailey@gmail.com,9986647361
2017001138,Anthony Hernandez,Female,EIE,6.47,AnthonyHernandez@rediffmail.com,9986264071
2017001139,Thomas Morris,Male,EEE,6.04,ThomasMorris@yahoo.co.in,9986166111
2017001140,Robin Chapman,Male,EIE,5.88,RobinChapman@gmail.com,9986752448
2017001141,Elsie Riddle,Male,CSE,8.93,ElsieRiddle@gmail.com,9986129395
2017001142,Carol Allen,Male,ECE,9.23,CarolAllen@yahoo.co.in,9986357351
2017001143,Harlan Smith,Male,Civil,7.26,HarlanSmith@yahoo.co.in,9986177583
2017001144,Perry Eyer,Female,EIE,9.25,PerryEyer@hotmail.com,9986342274
2017001145,Ramon Brewer,Female,EIE,7.86,RamonBrewer@yahoo.co.in,9986624432
2017001146,Joshua Barber,Female,EIE,8.47,JoshuaBarber@gmail.com,9986980273
2017001147,Jacob Johnson,Female,CSE,9.01,JacobJohnson@gmail.com,9986119336
2017001148,Shawn Valentine,Male,Civil,6.04,ShawnValentine@hotmail.com,9986838807
2017001149,Samantha Ryan,Male,Civil,9.64,SamanthaRyan@gmail.com,9986135189
2017001150,Jack Schulz,Male,Civil,6.15,JackSchulz@hotmail.com,9986412555
2017001151,Frederic Murphy,Male,EIE,5.78,FredericMurphy@gmail.com,9986775479
2017001152,Amber Dougherty,Male,CSE,7.91,AmberDougherty@hotmail.com,9986285891
2017001153,Grace Hunter,Male,Civil,5.89,GraceHunter@gmail.com,9986853059
2017001154,Faye Rose,Female,EIE,9.79,FayeRose@yahoo.co.in,9986612876
2017001155,Tracy Nading,Female,CSE,9.17,TracyNading@hotmail.com,9986157778
2017001156,Fran Mee,Male,Civil,9.32,FranMee@hotmail.com,9986361644
2017001157,Shanna Elizarraras,Female,CSE,5.78,ShannaElizarraras@yahoo.co.in,9986738491
2017001158,John Marx,Female,EIE,7.36,JohnMarx@gmail.com,9986413423
2017001159,John Yoder,Male,EIE,6.69,JohnYoder@hotmail.com,9986279325
2017001160,Debra Taylor,Female,Civil,6.05,DebraTaylor@yahoo.co.in,9986951966
2017001161,Janet Duron,Female,EIE,9.54,JanetDuron@yahoo.co.in,9986382019
2017001162,Fred Lombard,Male,CSE,8.95,FredLombard@yahoo.co.in,9986705298
2017001163,Anna Evans,Male,Civil,6.45,AnnaEvans@hotmail.com,9986495030
2017001164,Doris Perez,Male,Mechanical,5.88,DorisPerez@hotmail.com,9986613235
2017001165,Katherine Sanders,Female,CSE,5.09,KatherineSanders@hotmail.com,9986722806
2017001166,Danielle Collins,Female,ECE,7.84,DanielleCollins@yahoo.co.in,9986627595
2017001167,Ricardo Brookskennedy,Male,Civil,7.69,RicardoBrookskennedy@yahoo.co.in,9986623230
2017001168,David Boswell,Male,Civil,8.61,DavidBoswell@yahoo.co.in,9986587868
2017001169,Charles Meinke,Female,Civil,8.35,CharlesMeinke@rediffmail.com,9986393952
2017001170,Trevor Thompson,Male,Mechanical,8.53,TrevorThompson@rediffmail.com,9986602188
2017001171,Francis Petersen,Male,Civil,7.99,FrancisPetersen@hotmail.com,9986742041
2017001172,John Mancini,Male,Civil,9.27,JohnMancini@gmail.com,9986963211
2017001173,Katherine Mahoney,Female,EEE,5.17,KatherineMahoney@hotmail.com,9986211049
2017001174,Charlene Short,Male,Civil,5.06,CharleneShort@rediffmail.com,9986241018
2017001175,Lilian Soto,Female,EIE,7.49,LilianSoto@gmail.com,9986733416
2017001176,Nellie Bagby,Female,ECE,8.6,NellieBagby@rediffmail.com,9986455457
2017001177,Rebecca Harris,Male,EEE,7.71,RebeccaHarris@gmail.com,9986505127
2017001178,Shaun Do,Male,ECE,8.62,ShaunDo@hotmail.com,9986071713
2017001179,Mary Kincaid,Male,CSE,6.73,MaryKincaid@gmail.com,9986503109
2017001180,Ana Creek,Female,Civil,6.29,AnaCreek@gmail.com,9986830115
2017001181,Patrick Cranford,Female,ECE,9.84,PatrickCranford@gmail.com,9986729648
2017001182,Paulette Brown,Male,Civil,7.99,PauletteBrown@gmail.com,9986468147
2017001183,Crystal Olsen,Male,CSE,9.0,CrystalOlsen@yahoo.co.in,9986523843
2017001184,Mildred Avalos,Female,EEE,6.92,MildredAvalos@rediffmail.com,9986853703
2017001185,Steven Jones,Male,EEE,8.56,StevenJones@yahoo.co.in,9986468858
2017001186,Joseph Mancuso,Male,Mechanical,6.73,JosephMancuso@gmail.com,9986537590
2017001187,Beulah Aitken,Female,Mechanical,8.65,BeulahAitken@rediffmail.com,9986784004
2017001188,Rebecca Beebe,Male,ECE,9.13,RebeccaBeebe@yahoo.co.in,9986813710
2017001189,Bryan Venturelli,Male,EEE,8.78,BryanVenturelli@yahoo.co.in,9986792073
2017001190,Jamie Chacon,Female,CSE,8.3,JamieChacon@hotmail.com,9986077997
2017001191,David Barretta,Female,EEE,8.65,DavidBarretta@hotmail.com,9986469732
2017001192,Kathleen Baez,Male,Mechanical,9.45,KathleenBaez@yahoo.co.in,9986279459
2017001193,David Rief,Male,CSE,9.27,DavidRief@rediffmail.com,9986325148
2017001194,Lyle Randel,Female,Civil,5.95,LyleRandel@hotmail.com,9986105898
2017001195,Juanita Gregston,Male,ECE,6.21,JuanitaGregston@rediffmail.com,9986673855
2017001196,Scott Elliott,Female,ECE,6.55,ScottElliott@yahoo.co.in,9986937906
2017001197,Lorraine Turner,Male,CSE,6.73,LorraineTurner@hotmail.com,9986625335
2017001198,Willie Beatty,Male,ECE,9.24,WillieBeatty@yahoo.co.in,9986186586
2017001199,William Stinnett,Female,EIE,6.09,WilliamStinnett@yahoo.co.in,9986593623
2017001200,Cheri Age,Male,Mechanical,7.75,CheriAge@gmail.com,9986435764
2017001201,Corine Harrison,Female,EEE,6.1,CorineHarrison@rediffmail.com,9986095029
2017001202,Mary Diaz,Male,EEE,7.89,MaryDiaz@yahoo.co.in,9986966627
2017001203,Thomas Williams,Male,Mechanical,9.37,ThomasWilliams@yahoo.co.in,9986762777
2017001204,Charles Davis,Male,Civil,9.38,CharlesDavis@yahoo.co.in,9986958340
2017001205,Mary Tripp,Male,EEE,5.18,MaryTripp@yahoo.co.in,9986133574
2017001206,Richard Dilly,Male,EEE,7.93,RichardDilly@yahoo.co.in,9986678485
2017001207,Rheba Lowery,Female,ECE,7.08,RhebaLowery@rediffmail.com,9986331380
2017001208,Howard Barron,Male,CSE,5.61,HowardBarron@hotmail.com,9986619273
2017001209,Carolyn Polowy,Female,ECE,8.0,CarolynPolowy@gmail.com,9986319440
2017001210,Mckinley Harris,Female,CSE,9.27,MckinleyHarris@rediffmail.com,9986386198
2017001211,James Bond,Female,CSE,9.36,JamesBond@hotmail.com,9986561888
2017001212,Mayme Barrett,Female,Mechanical,8.84,MaymeBarrett@rediffmail.com,9986141143
2017001213,Barbara Daley,Female,EIE,5.31,BarbaraDaley@gmail.com,9986078279
2017001214,George Carter,Female,EEE,6.0,GeorgeCarter@hotmail.com,9986205265
2017001215,Anthony Switzer,Female,Civil,9.33,AnthonySwitzer@rediffmail.com,9986924997
2017001216,Amanda Morrison,Female,ECE,5.14,AmandaMorrison@gmail.com,9986396038
2017001217,Christie Jones,Male,CSE,5.25,ChristieJones@yahoo.co.in,9986971867
2017001218,Jeffrey Stump,Female,Civil,9.55,JeffreyStump@rediffmail.com,9986769071
2017001219,Mark Messer,Female,EIE,7.1,MarkMesser@hotmail.com,9986285531
2017001220,Crystal Huerta,Female,CSE,9.19,CrystalHuerta@rediffmail.com,9986112819
2017001221,Jerry Smith,Male,EEE,5.76,JerrySmith@gmail.com,9986881473
2017001222,Sally Haynes,Male,EIE,8.06,SallyHaynes@gmail.com,9986828800
2017001223,Chauncey Browne,Female,EIE,6.07,ChaunceyBrowne@yahoo.co.in,9986144345
2017001224,Ruby Mckee,Male,Mechanical,8.09,RubyMckee@yahoo.co.in,9986233810
2017001225,Lisa Foster,Male,Civil,5.93,LisaFoster@rediffmail.com,9986297795
2017001226,Kelly Simpson,Female,CSE,5.68,KellySimpson@hotmail.com,9986557437
2017001227,Robert Martinez,Male,ECE,8.86,RobertMartinez@rediffmail.com,9986822264
2017001228,Phyllis Moore,Female,CSE,9.6,PhyllisMoore@hotmail.com,9986330806
2017001229,Clinton Clement,Male,EIE,9.87,ClintonClement@gmail.com,9986141199
2017001230,Roseanne Perry,Female,Civil,8.75,RoseannePerry@rediffmail.com,9986384855
2017001231,Mary Abreu,Male,EEE,7.89,MaryAbreu@yahoo.co.in,9986653567
2017001232,Maureen Thomas,Female,CSE,7.32,MaureenThomas@yahoo.co.in,9986624019
2017001233,Mary Adams,Female,ECE,6.74,MaryAdams@yahoo.co.in,9986487371
2017001234,Nicholas Henry,Female,EIE,7.2,NicholasHenry@yahoo.co.in,9986616950
2017001235,Andrea Hinde,Male,EEE,9.46,AndreaHinde@yahoo.co.in,9986166335
2017001236,Larry Markus,Female,EEE,7.86,LarryMarkus@yahoo.co.in,9986307074
2017001237,Joana Walsh,Female,EEE,8.52,JoanaWalsh@rediffmail.com,9986087801
2017001238,Vincent Smith,Female,ECE,8.39,VincentSmith@gmail.com,9986251466
2017001239,Michael Wilkerson,Male,Civil,9.13,MichaelWilkerson@rediffmail.com,9986144123
2017001240,Lorrie Hopkins,Male,Mechanical,6.66,LorrieHopkins@gmail.com,9986668689
2017001241,Dorris Fox,Female,EEE,7.3,DorrisFox@gmail.com,9986478636
2017001242,Sara Douglas,Male,EIE,9.72,SaraDouglas@gmail.com,9986238276
2017001243,Charlene Hurst,Female,Mechanical,5.37,CharleneHurst@rediffmail.com,9986739429
2017001244,Seth Martinez,Female,Civil,8.1,SethMartinez@hotmail.com,9986152538
2017001245,Luis Nelson,Female,Civil,8.81,LuisNelson@hotmail.com,9986085235
2017001246,Leslie Strout,Female,Civil,9.02,LeslieStrout@rediffmail.com,9986892013
2017001247,Lori Wall,Male,ECE,8.9,LoriWall@hotmail.com,9986303185
2017001248,Thomas Brewster,Male,ECE,5.01,ThomasBrewster@hotmail.com,9986815776
2017001249,David Washington,Male,EIE,7.37,DavidWashington@hotmail.com,9986173407
2017001250,Joanne Mcleod,Male,EEE,9.76,JoanneMcleod@rediffmail.com,9986589970
2017001251,Charles Alger,Male,EEE,8.72,CharlesAlger@hotmail.com,9986857954
2017001252,Karen Clark,Female,Mechanical,8.51,KarenClark@gmail.com,9986963069
2017001253,Maria Gilbert,Male,EIE,6.33,MariaGilbert@gmail.com,9986007952
2017001254,Kristen Johnson,Male,EIE,9.99,KristenJohnson@rediffmail.com,9986940431
2017001255,Gary Crick,Female,EIE,6.76,GaryCrick@hotmail.com,9986035919
2017001256,Christopher Griffin,Female,EEE,8.02,ChristopherGriffin@yahoo.co.in,9986497638
2017001257,Cedric Schreckengost,Male,Mechanical,5.97,CedricSchreckengost@rediffmail.com,9986284246
2017001258,Christine Hairr,Female,ECE,8.96,ChristineHairr@rediffmail.com,9986507743
2017001259,Thomas Cortez,Male,EIE,9.3,ThomasCortez@hotmail.com,9986054628
2017001260,Andrew Harmon,Female,ECE,9.99,AndrewHarmon@rediffmail.com,9986824157
2017001261,Jonnie Barth,Male,Civil,6.31,JonnieBarth@gmail.com,9986641310
2017001262,Danielle Staley,Female,Mechanical,5.29,DanielleStaley@gmail.com,9986725315
2017001263,Kurt Lee,Male,Mechanical,8.12,KurtLee@hotmail.com,9986261128
2017001264,Mario Rosenholm,Male,Civil,6.33,MarioRosenholm@yahoo.co.in,9986427226
2017001265,Joseph Wooten,Male,Civil,8.17,JosephWooten@rediffmail.com,9986111848
2017001266,Jerry Mcnair,Female,ECE,8.21,JerryMcnair@yahoo.co.in,9986636044
2017001267,Daniel Montgomery,Male,Civil,6.51,DanielMontgomery@gmail.com,9986484042
2017001268,Rosamond Letchworth,Female,Civil,8.08,RosamondLetchworth@yahoo.co.in,9986674769
2017001269,Ann Luthi,Male,Civil,6.71,AnnLuthi@gmail.com,9986322400
2017001270,Deborah Lowry,Male,Civil,5.31,DeborahLowry@hotmail.com,9986106515
2017001271,Adam Roesser,Male,ECE,9.99,AdamRoesser@gmail.com,9986745720
2017001272,Alan Cuccia,Male,Civil,6.9,AlanCuccia@hotmail.com,9986150373
2017001273,Thomas Carter,Male,ECE,8.91,ThomasCarter@gmail.com,9986301938
2017001274,Eugene Mcdonald,Female,Mechanical,5.16,EugeneMcdonald@gmail.com,9986440489
2017001275,Nancy Nailor,Male,Civil,8.86,NancyNailor@rediffmail.com,9986455519
2017001276,Michael Sims,Male,CSE,7.39,MichaelSims@rediffmail.com,9986026513
2017001277,Rhonda Swain,Female,CSE,9.64,RhondaSwain@gmail.com,9986514569
2017001278,Dennis Cote,Male,EEE,5.37,DennisCote@gmail.com,9986963401
2017001279,Michael Pruitt,Female,Civil,8.23,MichaelPruitt@yahoo.co.in,9986990235
2017001280,Alton Johnson,Female,EIE,5.7,AltonJohnson@yahoo.co.in,9986512366
2017001281,Jack Clemons,Female,CSE,7.85,JackClemons@gmail.com,9986778869
2017001282,Jerry Briones,Female,Mechanical,5.77,JerryBriones@gmail.com,9986107033
2017001283,Viola Nicholls,Female,Mechanical,9.73,ViolaNicholls@yahoo.co.in,9986969557
2017001284,Wanda Wagner,Male,EEE,9.82,WandaWagner@yahoo.co.in,9986460063
2017001285,Joni Crider,Female,Mechanical,9.66,JoniCrider@gmail.com,9986174497
2017001286,Joy Turner,Male,EIE,9.88,JoyTurner@hotmail.com,9986224332
2017001287,Sandra Howard,Male,ECE,7.06,SandraHoward@rediffmail.com,9986458235
2017001288,Melvin Basden,Male,Mechanical,7.69,MelvinBasden@yahoo.co.in,9986816340
2017001289,Kenneth Jones,Male,ECE,6.11,KennethJones@yahoo.co.in,9986355854
2017001290,Betty Bivins,Female,Civil,6.0,BettyBivins@yahoo.co.in,9986171583
2017001291,Neal Styles,Female,EIE,5.83,NealStyles@rediffmail.com,9986720392
2017001292,John Paulk,Female,Mechanical,5.49,JohnPaulk@rediffmail.com,9986762994
2017001293,Socorro Sullivan,Female,ECE,7.36,SocorroSullivan@yahoo.co.in,9986843747
2017001294,Donald Hunter,Female,Mechanical,7.58,DonaldHunter@hotmail.com,9986114601
2017001295,Terry Brien,Female,EEE,7.94,TerryBrien@rediffmail.com,9986321724
2017001296,Virginia Tobey,Male,EIE,7.89,VirginiaTobey@rediffmail.com,9986812519
2017001297,Rosa Bernstein,Male,EIE,5.15,RosaBernstein@yahoo.co.in,9986794438
2017001298,Kimberly Hernandez,Female,EEE,6.39,KimberlyHernandez@hotmail.com,9986707366
2017001299,Jennifer Marcum,Female,EIE,7.32,JenniferMarcum@gmail.com,9986151993
2017001300,Tracy Rakes,Female,EEE,6.91,TracyRakes@hotmail.com,9986280708
2017001301,Anita Russell,Female,EEE,5.96,AnitaRussell@rediffmail.com,9986262147
2017001302,Sheldon Tran,Male,CSE,5.81,SheldonTran@yahoo.co.in,9986353273
2017001303,Helen Robinson,Female,EEE,7.59,HelenRobinson@gmail.com,9986948484
2017001304,Jennifer Staggers,Male,EIE,6.58,JenniferStaggers@hotmail.com,9986830253
2017001305,Rose Faulkner,Male,Civil,6.07,RoseFaulkner@yahoo.co.in,9986638503
2017001306,Charles Reyes,Female,Civil,5.75,CharlesReyes@gmail.com,9986077872
2017001307,Robert Paulson,Female,EEE,8.86,RobertPaulson@yahoo.co.in,9986478602
2017001308,Glenn Larson,Female,ECE,9.04,GlennLarson@hotmail.com,9986406418
2017001309,Anthony Morgan,Female,Civil,5.48,AnthonyMorgan@rediffmail.com,9986934578
2017001310,Norma Maxson,Female,Mechanical,7.6,NormaMaxson@yahoo.co.in,9986615505
2017001311,Stanley Mathews,Male,CSE,8.26,StanleyMathews@rediffmail.com,9986721768
2017001312,Christel Tenbusch,Female,EEE,8.04,ChristelTenbusch@rediffmail.com,9986778603
2017001313,Martha Colston,Male,CSE,8.04,MarthaColston@yahoo.co.in,9986374480
2017001314,William Richardson,Male,Civil,7.45,WilliamRichardson@hotmail.com,9986057603
2017001315,Ana Jones,Female,Civil,7.07,AnaJones@rediffmail.com,9986217638
2017001316,Bessie Hong,Female,Civil,6.59,BessieHong@yahoo.co.in,9986015343
2017001317,Marvin Bush,Male,CSE,9.35,MarvinBush@hotmail.com,9986762418
2017001318,William Cook,Female,Mechanical,9.12,WilliamCook@yahoo.co.in,9986153194
2017001319,Christi Hoey,Male,EEE,9.87,ChristiHoey@hotmail.com,9986212894
2017001320,Noah Taylor,Female,EEE,5.51,NoahTaylor@hotmail.com,9986108681
2017001321,David Lester,Female,Civil,9.92,DavidLester@yahoo.co.in,9986736300
2017001322,Colleen Brown,Female,EIE,8.3,ColleenBrown@yahoo.co.in,9986663579
2017001323,Jill Davis,Male,ECE,5.81,JillDavis@hotmail.com,9986397015
2017001324,Amparo Calhoun,Male,EEE,7.53,AmparoCalhoun@hotmail.com,9986458784
2017001325,Kathy Walton,Female,EEE,6.78,KathyWalton@rediffmail.com,9986337825
2017001326,Adam Herrera,Female,Mechanical,5.74,AdamHerrera@yahoo.co.in,9986295158
2017001327,Shane Asbury,Female,EEE,8.06,ShaneAsbury@gmail.com,9986134462
2017001328,Walter Spencer,Female,Mechanical,6.77,WalterSpencer@hotmail.com,9986099576
2017001329,Jesus Peters,Male,Mechanical,5.92,JesusPeters@gmail.com,9986063607
2017001330,Shirley Pate,Male,CSE,8.88,ShirleyPate@gmail.com,9986107913
2017001331,Terry Ostrander,Female,Civil,8.3,TerryOstrander@hotmail.com,9986712485
2017001332,George Ly,Male,ECE,5.97,GeorgeLy@hotmail.com,9986121286
2017001333,Angela Rice,Female,ECE,7.83,AngelaRice@yahoo.co.in,9986927832
2017001334,Andrea Lukow,Female,Civil,9.86,AndreaLukow@hotmail.com,9986933413
2017001335,Paul Stock,Female,EIE,5.97,PaulStock@gmail.com,9986786785
2017001336,Tommy Allen,Female,CSE,8.7,TommyAllen@gmail.com,9986891061
2017001337,May White,Female,Civil,6.3,MayWhite@hotmail.com,9986514310
2017001338,Linda Nix,Male,ECE,9.69,LindaNix@rediffmail.com,9986510961
2017001339,Cleo Haynes,Male,EEE,6.17,CleoHaynes@gmail.com,9986812698
2017001340,Robert Simpson,Female,EEE,9.51,RobertSimpson@gmail.com,9986024173
2017001341,Faustino Lloyd,Male,Mechanical,9.11,FaustinoLloyd@gmail.com,9986993228
2017001342,Karri Bernhardt,Male,Mechanical,9.44,KarriBernhardt@gmail.com,9986647765
2017001343,Gregory Orourke,Female,Civil,7.06,GregoryOrourke@hotmail.com,9986589496
2017001344,Clarence Livingstone,Female,CSE,8.72,ClarenceLivingstone@hotmail.com,9986256827
2017001345,Hugh Kleck,Female,EIE,5.3,HughKleck@gmail.com,9986017330
2017001346,Andrew Gorecki,Female,Civil,6.27,AndrewGorecki@yahoo.co.in,9986742836
2017001347,Tanya Phillips,Female,EEE,8.15,TanyaPhillips@rediffmail.com,9986150761
2017001348,Scott Orosco,Female,EEE,9.58,ScottOrosco@yahoo.co.in,9986905404
2017001349,Edna Morton,Male,ECE,7.95,EdnaMorton@hotmail.com,9986177457
2017001350,Frederick Rios,Female,EEE,9.27,FrederickRios@hotmail.com,9986248845
2017001351,Joseph Gross,Female,EEE,8.52,JosephGross@rediffmail.com,9986478896
2017001352,Jerry Mack,Female,CSE,9.15,JerryMack@rediffmail.com,9986090427
2017001353,Daniel Navarrete,Male,Mechanical,6.82,DanielNavarrete@rediffmail.com,9986697990
2017001354,Starla Leach,Male,CSE,8.46,StarlaLeach@gmail.com,9986142127
2017001355,Ressie Mcbee,Male,EIE,8.66,RessieMcbee@yahoo.co.in,9986275061
2017001356,Wayne Dillard,Male,EIE,6.85,WayneDillard@rediffmail.com,9986660312
2017001357,Shane Mcarthur,Male,EEE,5.65,ShaneMcarthur@hotmail.com,9986233131
2017001358,George Hoang,Female,Mechanical,6.12,GeorgeHoang@rediffmail.com,9986237641
2017001359,Brittany Tassone,Female,Mechanical,6.01,BrittanyTassone@gmail.com,9986335949
2017001360,Amanda Buckley,Female,EIE,9.32,AmandaBuckley@yahoo.co.in,9986442334
2017001361,David Wilson,Male,Mechanical,8.3,DavidWilson@rediffmail.com,9986940212
2017001362,Manuel Wenz,Female,CSE,7.04,ManuelWenz@rediffmail.com,9986091647
2017001363,Gordon Auerswald,Female,Mechanical,7.4,GordonAuerswald@hotmail.com,9986595774
2017001364,Latonya Nakamura,Male,CSE,8.73,LatonyaNakamura@yahoo.co.in,9986660556
2017001365,Karl Heath,Female,Civil,9.15,KarlHeath@gmail.com,9986270282
2017001366,Carol Hostetter,Female,EIE,8.05,CarolHostetter@hotmail.com,9986907747
2017001367,James Banks,Male,Civil,8.69,JamesBanks@rediffmail.com,9986915336
2017001368,Jack Jowers,Female,Mechanical,7.21,JackJowers@hotmail.com,9986368866
2017001369,Josef Heflin,Female,Mechanical,8.48,JosefHeflin@rediffmail.com,9986833180
2017001370,James Burgin,Male,EIE,7.63,JamesBurgin@yahoo.co.in,9986286179
2017001371,Dennis Schinkel,Male,Mechanical,6.18,DennisSchinkel@hotmail.com,9986810937
2017001372,Barbara Carter,Male,Civil,8.22,BarbaraCarter@hotmail.com,9986580045
2017001373,Aaron Luedtke,Male,Civil,6.84,AaronLuedtke@hotmail.com,9986671572
2017001374,Meghan Burgos,Male,Civil,9.93,MeghanBurgos@yahoo.co.in,9986711117
2017001375,Tory Diaz,Female,Mechanical,5.38,ToryDiaz@hotmail.com,9986429195
2017001376,David Rosol,Male,CSE,7.21,DavidRosol@yahoo.co.in,9986149340
2017001377,Henry Dvorak,Female,Mechanical,9.75,HenryDvorak@yahoo.co.in,9986081394
2017001378,Rogelio Hopper,Male,Mechanical,9.67,RogelioHopper@gmail.com,9986326409
2017001379,Nellie Sadat,Female,EEE,9.38,NellieSadat@yahoo.co.in,9986870830
2017001380,Leo Humphrey,Female,EIE,5.3,LeoHumphrey@rediffmail.com,9986333239
