RegNo,Name,Gender,Department,CGPA,Email,Contact
331,John Geisinsky,Male,CSE,5.77,John Geisinsky@hotmail.com,9986359138
332,Larry Tucker,Female,EIE,9.66,Larry Tucker@rediffmail.com,9986959888
333,Brent Carter,Female,Civil,5.92,Brent Carter@rediffmail.com,9986643014
334,Steven Hunter,Male,CSE,8.6,Steven Hunter@gmail.com,9986713336
335,Steve Kline,Male,CSE,6.5,Steve Kline@yahoo.co.in,9986153056
336,Armand Lapp,Male,ECE,8.78,Armand Lapp@rediffmail.com,9986365487
337,Keith Galindo,Female,ECE,8.16,Keith Galindo@rediffmail.com,9986266894
338,Heriberto Mccormick,Male,EEE,8.25,Heriberto Mccormick@yahoo.co.in,9986075697
339,Ivette Gonzalez,Male,Mechanical,6.29,Ivette Gonzalez@yahoo.co.in,9986612285
340,Jacob Jones,Male,EEE,9.55,Jacob Jones@hotmail.com,9986170221
341,Karen Hall,Male,EIE,7.38,Karen Hall@gmail.com,9986643064
342,Richard Hewitt,Female,Mechanical,5.52,Richard Hewitt@rediffmail.com,9986019564
343,Anthony Kelly,Female,EEE,7.01,Anthony Kelly@hotmail.com,9986805556
344,Brenda Thomson,Female,ECE,9.71,Brenda Thomson@yahoo.co.in,9986248351
345,Chandra Rush,Male,EIE,7.58,Chandra Rush@hotmail.com,9986633975
346,Gerald Wahl,Female,Civil,9.88,Gerald Wahl@rediffmail.com,9986251843
347,Clayton Ericsson,Female,EEE,9.33,Clayton Ericsson@gmail.com,9986849729
348,Gary Horn,Female,CSE,7.9,Gary Horn@rediffmail.com,9986530852
349,Tyler Davis,Female,EIE,8.72,Tyler Davis@gmail.com,9986221487
350,Starla Libby,Male,ECE,7.55,Starla Libby@hotmail.com,9986594619
351,Dwayne Dehaven,Female,Mechanical,8.92,Dwayne Dehaven@yahoo.co.in,9986165055
352,Diane Young,Female,Mechanical,6.78,Diane Young@gmail.com,9986968326
353,Adam Lowery,Male,EEE,6.85,Adam Lowery@yahoo.co.in,9986451142
354,Yolanda Regan,Female,EEE,5.01,Yolanda Regan@rediffmail.com,9986489713
355,Sara Peoples,Female,ECE,9.62,Sara Peoples@gmail.com,9986317460
356,Robert Dugan,Male,CSE,5.95,Robert Dugan@hotmail.com,9986816463
357,Siu Day,Female,Civil,7.44,Siu Day@gmail.com,9986126866
358,Victor Vann,Male,CSE,7.93,Victor Vann@yahoo.co.in,9986336355
359,Deborah Cullinan,Male,ECE,6.88,Deborah Cullinan@rediffmail.com,9986726205
360,Matthew Hernandez,Female,EIE,8.43,Matthew Hernandez@hotmail.com,9986084241
361,Pamela Newell,Male,Mechanical,8.62,Pamela Newell@yahoo.co.in,9986579479
362,Dorothy Mcclain,Male,Mechanical,7.73,Dorothy Mcclain@hotmail.com,9986207389
363,Marjorie Cabrera,Female,Mechanical,8.64,Marjorie Cabrera@yahoo.co.in,9986473349
364,George Baughman,Male,CSE,8.55,George Baughman@yahoo.co.in,9986852522
365,Edward Saeteun,Female,CSE,5.51,Edward Saeteun@gmail.com,9986446287
366,Kenneth Luna,Female,EIE,9.37,Kenneth Luna@hotmail.com,9986550285
367,Juana Watson,Female,Mechanical,7.51,Juana Watson@rediffmail.com,9986999049
368,Alice Martinez,Female,ECE,9.25,Alice Martinez@rediffmail.com,9986786318
369,Amy Brase,Female,EEE,7.9,Amy Brase@hotmail.com,9986796181
370,Matthew Swanson,Female,EIE,8.51,Matthew Swanson@rediffmail.com,9986943430
371,Cornelia Leone,Male,EEE,8.88,Cornelia Leone@rediffmail.com,9986843429
372,Kimberly Bunch,Male,Civil,7.81,Kimberly Bunch@hotmail.com,9986960066
373,Dennis Cleaver,Female,CSE,5.84,Dennis Cleaver@yahoo.co.in,9986610810
374,James Fujita,Male,EIE,9.66,James Fujita@gmail.com,9986300940
375,Clara Mello,Male,Civil,5.96,Clara Mello@hotmail.com,9986379946
376,Phyllis Ratzlaff,Male,Civil,7.21,Phyllis Ratzlaff@hotmail.com,9986224646
377,Robert Allen,Female,EEE,9.68,Robert Allen@hotmail.com,9986921621
378,Delois Rutledge,Male,CSE,9.84,Delois Rutledge@yahoo.co.in,9986480899
379,Robert Kelly,Male,CSE,6.02,Robert Kelly@gmail.com,9986133550
380,Kimberly Johnson,Male,Civil,8.13,Kimberly Johnson@gmail.com,9986418383
381,Earl Newman,Female,Mechanical,8.77,Earl Newman@rediffmail.com,9986142345
382,Erin Bradley,Female,EIE,5.34,Erin Bradley@rediffmail.com,9986810140
383,Anthony Murdock,Female,Mechanical,9.07,Anthony Murdock@hotmail.com,9986003343
384,Jamey Shuster,Male,EIE,7.13,Jamey Shuster@rediffmail.com,9986405941
385,Armando Garcia,Female,CSE,7.9,Armando Garcia@rediffmail.com,9986186050
386,Marilynn Sparks,Female,ECE,6.81,Marilynn Sparks@yahoo.co.in,9986402613
387,Raymond Brower,Male,ECE,8.39,Raymond Brower@rediffmail.com,9986638908
388,George Rawlings,Female,Civil,9.84,George Rawlings@rediffmail.com,9986788127
389,Carolyn Knight,Male,CSE,8.16,Carolyn Knight@hotmail.com,9986915221
390,Sam Hokanson,Male,ECE,8.82,Sam Hokanson@hotmail.com,9986186089
391,Juan Williams,Male,Civil,8.29,Juan Williams@hotmail.com,9986364916
392,Anita Tran,Female,Civil,8.49,Anita Tran@gmail.com,9986586230
393,Jerome Oconnor,Female,Civil,7.52,Jerome Oconnor@gmail.com,9986225336
394,Cathy Calvert,Male,EEE,8.32,Cathy Calvert@rediffmail.com,9986331743
395,Louise Davis,Female,EIE,7.19,Louise Davis@gmail.com,9986247844
396,Kevin Hubbard,Male,EIE,7.91,Kevin Hubbard@yahoo.co.in,9986020732
397,Sheri Johnson,Female,EEE,5.42,Sheri Johnson@yahoo.co.in,9986177940
398,Lynn Buzzell,Female,EEE,9.76,Lynn Buzzell@gmail.com,9986529523
399,Brandon Daniels,Female,EIE,6.29,Brandon Daniels@yahoo.co.in,9986698519
400,Kathleen Russell,Female,CSE,7.84,Kathleen Russell@yahoo.co.in,9986674277
401,Rachel Newman,Female,Mechanical,8.4,Rachel Newman@hotmail.com,9986229112
402,Cathleen Mascarenas,Female,Civil,7.13,Cathleen Mascarenas@rediffmail.com,9986636710
403,Richard Northrup,Female,Civil,7.55,Richard Northrup@yahoo.co.in,9986113125
404,Wayne Logan,Female,ECE,8.93,Wayne Logan@yahoo.co.in,9986608607
405,Doris Smith,Female,CSE,8.68,Doris Smith@yahoo.co.in,9986310501
406,Walter Mouser,Female,Mechanical,8.9,Walter Mouser@yahoo.co.in,9986240983
407,Edward Jordan,Female,EEE,8.27,Edward Jordan@hotmail.com,9986095952
408,Bruce Thomsen,Female,CSE,8.59,Bruce Thomsen@yahoo.co.in,9986886835
409,Ruth Trevino,Female,Civil,6.16,Ruth Trevino@yahoo.co.in,9986603739
410,Harry Seneca,Male,EIE,9.19,Harry Seneca@gmail.com,9986246342
411,Paul Intrieri,Male,ECE,7.47,Paul Intrieri@rediffmail.com,9986249029
412,Harry Garcia,Male,Civil,7.49,Harry Garcia@rediffmail.com,9986178398
413,Arnulfo Alward,Female,Mechanical,8.63,Arnulfo Alward@rediffmail.com,9986094187
414,Winston Snyder,Male,CSE,6.02,Winston Snyder@gmail.com,9986180038
415,Milton Fried,Male,Civil,8.56,Milton Fried@yahoo.co.in,9986982304
416,Margaret Powell,Male,Mechanical,6.79,Margaret Powell@hotmail.com,9986442152
417,Carl Mettler,Female,ECE,6.94,Carl Mettler@rediffmail.com,9986832364
418,Lois Lish,Female,Civil,6.16,Lois Lish@gmail.com,9986597423
419,Eldon Freuden,Female,EIE,5.93,Eldon Freuden@yahoo.co.in,9986217117
420,James Benton,Male,ECE,9.48,James Benton@yahoo.co.in,9986777608
421,Dorothy Neumeyer,Male,CSE,7.75,Dorothy Neumeyer@yahoo.co.in,9986452815
422,Clarence Perez,Male,Mechanical,8.66,Clarence Perez@gmail.com,9986673748
423,Jessie Rivers,Female,EIE,6.28,Jessie Rivers@yahoo.co.in,9986294496
424,Stephanie Laird,Male,Civil,5.84,Stephanie Laird@gmail.com,9986498847
425,Debra Dotson,Female,Mechanical,5.05,Debra Dotson@yahoo.co.in,9986583404
426,Leone Mccoy,Female,Civil,5.28,Leone Mccoy@hotmail.com,9986894255
427,Shirley James,Female,CSE,5.91,Shirley James@gmail.com,9986397603
428,Christina Mraz,Female,Civil,7.58,Christina Mraz@hotmail.com,9986640179
429,Christopher Garner,Male,ECE,6.72,Christopher Garner@yahoo.co.in,9986387975
430,Bradley Palmer,Male,Mechanical,9.67,Bradley Palmer@hotmail.com,9986350554
431,Earl Stevens,Female,Civil,5.67,Earl Stevens@yahoo.co.in,9986955767
432,Kenny Pennock,Female,EEE,5.21,Kenny Pennock@yahoo.co.in,9986476912
433,James Jones,Male,CSE,7.25,James Jones@gmail.com,9986088239
434,Katherine Escobar,Male,Civil,8.53,Katherine Escobar@yahoo.co.in,9986649951
435,Arlyne Connor,Female,EIE,8.66,Arlyne Connor@hotmail.com,9986924625
436,Alexander Tang,Male,Civil,6.92,Alexander Tang@yahoo.co.in,9986599931
437,Guadalupe Cobb,Male,CSE,7.84,Guadalupe Cobb@gmail.com,9986139016
438,Lorita Austin,Male,ECE,8.84,Lorita Austin@gmail.com,9986579028
439,Karen Heath,Male,Civil,7.77,Karen Heath@rediffmail.com,9986816971
440,Christy Saumier,Female,CSE,9.63,Christy Saumier@rediffmail.com,9986335016
441,Richard Rivers,Male,Mechanical,9.75,Richard Rivers@rediffmail.com,9986895386
442,Daniela Beran,Male,ECE,6.87,Daniela Beran@yahoo.co.in,9986689015
443,John Jones,Female,EIE,8.66,John Jones@hotmail.com,9986718345
444,Chloe Bohnert,Female,ECE,7.74,Chloe Bohnert@yahoo.co.in,9986787235
445,Kendall Merrell,Female,Mechanical,5.81,Kendall Merrell@gmail.com,9986220296
446,Rolf Pruett,Female,CSE,6.03,Rolf Pruett@yahoo.co.in,9986025558
447,George Richards,Female,ECE,7.44,George Richards@hotmail.com,9986350363
448,Mary Foret,Female,CSE,5.69,Mary Foret@hotmail.com,9986393301
449,Phyllis Horrigan,Male,Mechanical,7.76,Phyllis Horrigan@gmail.com,9986349912
450,Jennifer Hagemann,Female,Civil,9.91,Jennifer Hagemann@gmail.com,9986135341
451,Susan Curry,Male,EEE,5.88,Susan Curry@hotmail.com,9986175105
452,Myrna Kendall,Male,EEE,6.02,Myrna Kendall@yahoo.co.in,9986769559
453,Jimmy Houser,Male,ECE,6.64,Jimmy Houser@gmail.com,9986022205
454,Lucrecia Testerman,Female,CSE,7.61,Lucrecia Testerman@hotmail.com,9986784163
455,Sherlyn Wilkins,Male,Civil,5.81,Sherlyn Wilkins@hotmail.com,9986446678
456,Teresa King,Female,EIE,8.43,Teresa King@yahoo.co.in,9986762659
457,Timothy Lancaster,Female,EIE,7.8,Timothy Lancaster@yahoo.co.in,9986829836
458,Lori Watkins,Female,ECE,7.6,Lori Watkins@hotmail.com,9986417122
459,Edwin Torbett,Female,ECE,6.6,Edwin Torbett@gmail.com,9986112490
460,Rose Zajc,Female,Mechanical,8.89,Rose Zajc@yahoo.co.in,9986282320
461,Terry Grant,Female,Civil,8.01,Terry Grant@rediffmail.com,9986125988
462,Robert Pulley,Male,CSE,5.57,Robert Pulley@gmail.com,9986505679
463,Kevin Cunningham,Male,CSE,7.51,Kevin Cunningham@gmail.com,9986747454
464,Timothy Gallegos,Male,Mechanical,6.71,Timothy Gallegos@hotmail.com,9986819821
465,Michael Brahler,Male,Civil,9.01,Michael Brahler@gmail.com,9986271271
466,Debbie Mcguyer,Male,ECE,5.25,Debbie Mcguyer@yahoo.co.in,9986312409
467,Brian Wise,Male,Civil,6.0,Brian Wise@hotmail.com,9986022323
468,Joseph Chamberlin,Female,EIE,9.08,Joseph Chamberlin@rediffmail.com,9986212247
469,Wesley Davenport,Female,CSE,7.99,Wesley Davenport@hotmail.com,9986797347
470,Mike Collier,Female,EEE,8.98,Mike Collier@gmail.com,9986362840
471,Frank Lynum,Male,Civil,8.11,Frank Lynum@gmail.com,9986037273
472,Daniel Gregory,Female,EEE,8.07,Daniel Gregory@rediffmail.com,9986852070
473,Linda Garcia,Male,EEE,6.93,Linda Garcia@gmail.com,9986085610
474,Jose Toomer,Male,ECE,9.62,Jose Toomer@gmail.com,9986236396
475,Ricky Eason,Male,ECE,7.57,Ricky Eason@yahoo.co.in,9986143226
476,Chris Murray,Female,CSE,5.67,Chris Murray@rediffmail.com,9986082741
477,Bradford Gadwah,Male,EIE,9.25,Bradford Gadwah@rediffmail.com,9986408363
478,Richard Holmes,Male,Mechanical,5.28,Richard Holmes@yahoo.co.in,9986347721
479,Leroy Tofil,Male,EIE,6.85,Leroy Tofil@gmail.com,9986610214
480,Bruce Walling,Female,EIE,5.12,Bruce Walling@rediffmail.com,9986809458
481,Noah Walker,Male,CSE,9.27,Noah Walker@rediffmail.com,9986187899
482,Stanley Whitcomb,Female,ECE,6.18,Stanley Whitcomb@hotmail.com,9986866639
483,Robin Labossiere,Female,EEE,9.84,Robin Labossiere@rediffmail.com,9986336428
484,Dorothy Burnette,Male,Mechanical,5.87,Dorothy Burnette@gmail.com,9986267249
485,Edwin Miller,Female,ECE,5.9,Edwin Miller@rediffmail.com,9986669059
486,Wendy Lane,Female,Mechanical,9.24,Wendy Lane@hotmail.com,9986033857
487,Estell Williams,Female,EEE,6.22,Estell Williams@hotmail.com,9986640515
488,Angel Shaw,Female,ECE,8.72,Angel Shaw@rediffmail.com,9986472963
489,Carl Rucker,Female,EEE,8.43,Carl Rucker@hotmail.com,9986750692
490,Kelly Morales,Female,Civil,5.89,Kelly Morales@rediffmail.com,9986610336
491,Travis Caldwell,Male,EEE,9.51,Travis Caldwell@hotmail.com,9986835266
492,Jennifer Johnson,Male,Civil,8.06,Jennifer Johnson@rediffmail.com,9986783145
493,James Goodman,Male,CSE,5.18,James Goodman@hotmail.com,9986013568
494,Donald Reynolds,Female,EEE,6.08,Donald Reynolds@gmail.com,9986600609
495,Joseph Byler,Male,Mechanical,5.46,Joseph Byler@hotmail.com,9986213514
496,Marguerite Bartlett,Male,CSE,6.43,Marguerite Bartlett@yahoo.co.in,9986250007
497,Linda Romano,Male,Civil,9.94,Linda Romano@gmail.com,9986549087
498,David Chiaramonte,Female,EIE,5.35,David Chiaramonte@gmail.com,9986683051
499,Vivian Crenshaw,Male,Mechanical,9.74,Vivian Crenshaw@rediffmail.com,9986944945
500,David Rabito,Male,EIE,8.84,David Rabito@rediffmail.com,9986145402
501,Russell Murrell,Male,EEE,8.31,Russell Murrell@gmail.com,9986331864
502,Judith Buchanan,Male,ECE,6.49,Judith Buchanan@hotmail.com,9986627336
503,Annie Forshee,Male,EIE,9.98,Annie Forshee@rediffmail.com,9986036925
504,Candice Beitel,Female,EEE,6.98,Candice Beitel@gmail.com,9986951815
505,Daniel Lambert,Male,Mechanical,6.36,Daniel Lambert@gmail.com,9986935324
506,Margaret Smith,Female,CSE,9.08,Margaret Smith@hotmail.com,9986961695
507,Dustin Even,Female,EIE,9.99,Dustin Even@yahoo.co.in,9986771205
508,Ryan Hogg,Male,Mechanical,9.39,Ryan Hogg@gmail.com,9986665535
509,Bobbie Charles,Female,CSE,6.98,Bobbie Charles@gmail.com,9986833617
510,Virginia Thomas,Male,Civil,6.43,Virginia Thomas@yahoo.co.in,9986356673
511,Elisabeth Vital,Male,EEE,6.33,Elisabeth Vital@gmail.com,9986700139
512,Carmina Erickson,Female,CSE,5.7,Carmina Erickson@hotmail.com,9986689120
513,Troy Clemens,Male,Civil,7.72,Troy Clemens@hotmail.com,9986715122
514,Joanna Lane,Female,ECE,8.07,Joanna Lane@rediffmail.com,9986110199
515,Edward Johnson,Female,ECE,7.1,Edward Johnson@yahoo.co.in,9986092813
516,Christy Roher,Female,EEE,8.66,Christy Roher@rediffmail.com,9986901518
517,Susan Mcclain,Female,ECE,7.72,Susan Mcclain@rediffmail.com,9986583884
518,Thelma Racine,Male,CSE,6.1,Thelma Racine@yahoo.co.in,9986817992
519,Jason Brechbiel,Male,CSE,7.01,Jason Brechbiel@rediffmail.com,9986945097
520,Dianna Barham,Female,CSE,6.03,Dianna Barham@yahoo.co.in,9986420655
521,Frank Schwartz,Male,Civil,8.34,Frank Schwartz@gmail.com,9986624664
522,Benjamin Bergan,Female,Civil,8.25,Benjamin Bergan@yahoo.co.in,9986586485
523,Ronald Roosevelt,Male,CSE,7.75,Ronald Roosevelt@yahoo.co.in,9986318743
524,Phil Palmieri,Male,EEE,7.49,Phil Palmieri@hotmail.com,9986061717
525,Ashley Caballero,Female,Mechanical,6.22,Ashley Caballero@yahoo.co.in,9986900619
526,Thomas Husseini,Male,Mechanical,7.59,Thomas Husseini@yahoo.co.in,9986404171
527,Johnnie Chumley,Male,EEE,7.57,Johnnie Chumley@hotmail.com,9986109926
528,Danny Decker,Male,EIE,5.54,Danny Decker@gmail.com,9986684228
529,Tracie Hearn,Female,Civil,6.72,Tracie Hearn@yahoo.co.in,9986804745
530,Gus Wilson,Female,EIE,8.86,Gus Wilson@yahoo.co.in,9986858843
531,Denis Yancey,Male,EEE,6.42,Denis Yancey@gmail.com,9986859419
532,Charlene Bunch,Female,ECE,9.3,Charlene Bunch@rediffmail.com,9986708143
533,Kristine Lopez,Female,EEE,5.1,Kristine Lopez@rediffmail.com,9986417377
534,Gladys Blatz,Female,Civil,8.17,Gladys Blatz@hotmail.com,9986608493
535,Joseph Duran,Female,Civil,7.09,Joseph Duran@gmail.com,9986116559
536,Alex Estes,Female,Civil,5.78,Alex Estes@hotmail.com,9986933554
537,Dustin Ginsburg,Male,EEE,8.29,Dustin Ginsburg@hotmail.com,9986660087
538,Michael Ramirez,Female,EIE,7.82,Michael Ramirez@rediffmail.com,9986610459
539,Mark Gillespie,Female,EIE,5.16,Mark Gillespie@gmail.com,9986324661
540,Luis Torres,Female,Civil,9.69,Luis Torres@hotmail.com,9986577071
541,Billy Zeches,Female,Civil,6.45,Billy Zeches@hotmail.com,9986007054
542,Jeffrey Caldwell,Female,ECE,8.48,Jeffrey Caldwell@rediffmail.com,9986209786
543,Otis Kay,Male,Mechanical,6.21,Otis Kay@hotmail.com,9986033057
544,Timothy Sherrill,Female,EIE,7.4,Timothy Sherrill@rediffmail.com,9986300297
545,Leslie Laughlin,Female,EIE,5.19,Leslie Laughlin@yahoo.co.in,9986273822
546,Maria Stewart,Female,Civil,6.42,Maria Stewart@yahoo.co.in,9986323813
547,James Heffern,Female,EEE,9.51,James Heffern@rediffmail.com,9986456393
548,Shannon Akin,Female,EEE,7.89,Shannon Akin@hotmail.com,9986216975
549,John Coleman,Female,EEE,5.24,John Coleman@gmail.com,9986530478
550,Leah Harnish,Male,Mechanical,5.73,Leah Harnish@gmail.com,9986472339
551,Erik Feezell,Female,EIE,7.43,Erik Feezell@hotmail.com,9986430410
552,William Chamberlain,Male,Civil,7.8,William Chamberlain@hotmail.com,9986539333
553,Roland Kleckner,Male,Civil,5.26,Roland Kleckner@hotmail.com,9986496226
554,Antonio Goins,Male,Mechanical,6.47,Antonio Goins@rediffmail.com,9986304992
555,Ike Mccollum,Female,Civil,7.18,Ike Mccollum@yahoo.co.in,9986602542
556,Rita Perez,Female,Mechanical,6.76,Rita Perez@rediffmail.com,9986780545
557,Nancy Warren,Female,EEE,9.73,Nancy Warren@yahoo.co.in,9986706708
558,Lisa Kim,Male,EIE,8.56,Lisa Kim@hotmail.com,9986802456
559,Joseph Gibson,Female,EIE,7.01,Joseph Gibson@gmail.com,9986507893
560,Susan Martin,Male,EEE,8.58,Susan Martin@yahoo.co.in,9986783427
561,Willie Dumas,Male,EEE,7.18,Willie Dumas@yahoo.co.in,9986281272
562,Deborah Thomas,Male,ECE,8.36,Deborah Thomas@rediffmail.com,9986111318
563,Rachel Dyke,Male,EEE,7.58,Rachel Dyke@hotmail.com,9986006180
564,Judith Murphy,Female,EEE,6.66,Judith Murphy@hotmail.com,9986639738
565,Curtis Caldwell,Female,CSE,9.53,Curtis Caldwell@rediffmail.com,9986567989
566,Gail Maiden,Female,Civil,8.62,Gail Maiden@yahoo.co.in,9986407928
567,Tonya Vick,Male,Civil,7.71,Tonya Vick@yahoo.co.in,9986065424
568,Marie Page,Female,EIE,9.51,Marie Page@rediffmail.com,9986446583
569,Louis Scott,Male,EIE,6.95,Louis Scott@gmail.com,9986261382
570,Diana Guzman,Male,Civil,5.01,Diana Guzman@rediffmail.com,9986322426
571,Heidi Sims,Female,Mechanical,8.45,Heidi Sims@yahoo.co.in,9986588252
572,Ashley Greene,Female,ECE,9.25,Ashley Greene@gmail.com,9986126901
573,Katie Richmond,Male,ECE,6.61,Katie Richmond@rediffmail.com,9986345078
574,Jordan Sammons,Female,CSE,7.7,Jordan Sammons@rediffmail.com,9986874493
575,Hector Gonzalez,Male,CSE,5.91,Hector Gonzalez@gmail.com,9986024682
576,John Sigler,Male,ECE,5.45,John Sigler@hotmail.com,9986045647
577,Benton Tran,Male,CSE,7.62,Benton Tran@yahoo.co.in,9986281088
578,Amanda Chang,Female,ECE,8.92,Amanda Chang@rediffmail.com,9986980092
579,Clint Chapman,Female,Mechanical,5.81,Clint Chapman@gmail.com,9986130459
580,James Walton,Male,EEE,8.42,James Walton@yahoo.co.in,9986982964
581,Lilly Herron,Female,ECE,5.37,Lilly Herron@yahoo.co.in,9986528154
582,Damon Rye,Female,Mechanical,5.7,Damon Rye@yahoo.co.in,9986125970
583,Jim Adams,Male,Mechanical,8.21,Jim Adams@rediffmail.com,9986938963
584,Ray Gandee,Male,Civil,5.39,Ray Gandee@gmail.com,9986016972
585,Rachael Froehlich,Female,ECE,5.35,Rachael Froehlich@hotmail.com,9986879916
586,Dolores Epps,Male,Mechanical,8.85,Dolores Epps@gmail.com,9986220302
587,Bill Scott,Female,Civil,6.75,Bill Scott@yahoo.co.in,9986122599
588,Kevin Boutin,Female,ECE,5.55,Kevin Boutin@hotmail.com,9986111206
589,Walter Marble,Female,Mechanical,7.91,Walter Marble@yahoo.co.in,9986672296
590,Rebecca Parker,Male,ECE,9.11,Rebecca Parker@hotmail.com,9986187541
591,Angela Wilson,Female,Mechanical,8.87,Angela Wilson@rediffmail.com,9986760754
592,Gregory Wescott,Female,EEE,7.15,Gregory Wescott@yahoo.co.in,9986281952
593,Laura Miller,Female,ECE,7.42,Laura Miller@hotmail.com,9986254260
594,Nancy Warren,Male,CSE,7.27,Nancy Warren@rediffmail.com,9986275648
595,Dorothy Cruz,Female,ECE,5.22,Dorothy Cruz@yahoo.co.in,9986633346
596,Wayne Heffron,Male,Civil,5.21,Wayne Heffron@gmail.com,9986327663
597,Helene Hallman,Female,Mechanical,8.24,Helene Hallman@hotmail.com,9986662046
598,Irene Griffin,Female,EIE,8.96,Irene Griffin@gmail.com,9986398161
599,Kristine Mcnally,Female,CSE,8.25,Kristine Mcnally@yahoo.co.in,9986200128
600,Charles Burch,Male,Civil,5.83,Charles Burch@hotmail.com,9986435979
601,Delores Birchfield,Female,CSE,7.39,Delores Birchfield@hotmail.com,9986564015
602,Mark Ford,Female,Civil,9.39,Mark Ford@rediffmail.com,9986949575
603,Amy Hordge,Female,EEE,5.04,Amy Hordge@gmail.com,9986638061
604,Eva Mills,Male,CSE,5.56,Eva Mills@yahoo.co.in,9986902550
605,Justin Brooks,Female,EEE,5.42,Justin Brooks@yahoo.co.in,9986701448
606,Robert Dixon,Female,Mechanical,8.21,Robert Dixon@hotmail.com,9986265562
607,Troy Fairbanks,Female,EEE,7.93,Troy Fairbanks@yahoo.co.in,9986220602
608,Dorothy Vines,Female,CSE,6.83,Dorothy Vines@gmail.com,9986628858
609,Enrique Mccormick,Male,EEE,7.45,Enrique Mccormick@rediffmail.com,9986837961
610,Shelley Anthony,Female,EEE,9.52,Shelley Anthony@hotmail.com,9986212909
611,John Moore,Male,Mechanical,7.93,John Moore@yahoo.co.in,9986393996
612,Jennifer Gate,Female,Mechanical,5.28,Jennifer Gate@yahoo.co.in,9986301796
613,Juan Lamb,Female,CSE,5.38,Juan Lamb@rediffmail.com,9986004801
614,Amy Semien,Male,ECE,5.88,Amy Semien@gmail.com,9986971024
615,Robert Leising,Female,ECE,5.46,Robert Leising@yahoo.co.in,9986940178
616,Richard Every,Male,Mechanical,8.65,Richard Every@gmail.com,9986875708
617,Edward Lopes,Male,EIE,7.48,Edward Lopes@gmail.com,9986193614
618,Lisa Elk,Male,EEE,5.63,Lisa Elk@yahoo.co.in,9986787622
619,Randy Lisk,Female,CSE,8.34,Randy Lisk@rediffmail.com,9986894159
620,Michael Calderon,Male,EEE,7.01,Michael Calderon@rediffmail.com,9986583736
621,Glenda Garrick,Female,EIE,9.18,Glenda Garrick@hotmail.com,9986747257
622,Ted Haynes,Female,CSE,8.23,Ted Haynes@hotmail.com,9986740959
623,Kim Stewart,Female,EIE,6.86,Kim Stewart@gmail.com,9986354247
624,Clinton Nguyen,Male,EEE,8.48,Clinton Nguyen@rediffmail.com,9986528038
625,Margaret Carr,Male,ECE,5.66,Margaret Carr@yahoo.co.in,9986140544
626,Garrett Turnbow,Female,Mechanical,7.63,Garrett Turnbow@yahoo.co.in,9986871467
627,John Ware,Male,Civil,5.72,John Ware@rediffmail.com,9986596753
628,Marc Shotkoski,Female,Civil,5.41,Marc Shotkoski@gmail.com,9986931438
629,Benito Haddad,Female,Mechanical,7.24,Benito Haddad@gmail.com,9986566684
630,Arthur Murphy,Female,EIE,9.6,Arthur Murphy@hotmail.com,9986287646
631,Bruce Lambert,Male,EEE,5.72,Bruce Lambert@rediffmail.com,9986311168
632,Federico Schoettmer,Male,EIE,8.05,Federico Schoettmer@gmail.com,9986613399
633,Luis Dilks,Female,EIE,5.24,Luis Dilks@gmail.com,9986205632
634,Megan Tainter,Male,Civil,6.9,Megan Tainter@hotmail.com,9986202840
635,Jorge Matias,Female,Civil,5.42,Jorge Matias@hotmail.com,9986740223
636,Robert Heck,Male,EIE,5.74,Robert Heck@rediffmail.com,9986626339
637,Ray Tachauer,Male,EEE,8.4,Ray Tachauer@gmail.com,9986337064
638,Margaret Karrels,Male,CSE,9.12,Margaret Karrels@yahoo.co.in,9986312643
639,David Berman,Male,EEE,7.69,David Berman@yahoo.co.in,9986921438
640,Rick Blackwell,Female,CSE,7.05,Rick Blackwell@yahoo.co.in,9986365272
641,Dennis Starling,Male,CSE,7.35,Dennis Starling@yahoo.co.in,9986341121
642,Kevin Miller,Female,ECE,9.76,Kevin Miller@rediffmail.com,9986829466
643,Sean Mayoras,Male,CSE,8.49,Sean Mayoras@rediffmail.com,9986511365
644,Pamela Switzer,Female,CSE,5.23,Pamela Switzer@yahoo.co.in,9986836781
645,Frances Wright,Female,EIE,8.58,Frances Wright@rediffmail.com,9986895843
646,Rudy Burns,Male,Civil,7.42,Rudy Burns@hotmail.com,9986321407
647,John Lambert,Female,CSE,7.69,John Lambert@yahoo.co.in,9986416672
648,Eric Domina,Female,Civil,8.2,Eric Domina@hotmail.com,9986724924
649,Cameron Phillips,Male,EIE,5.67,Cameron Phillips@hotmail.com,9986733005
650,William Lanzillo,Female,Civil,5.83,William Lanzillo@hotmail.com,9986835224
651,Kristie Duarte,Male,EEE,9.07,Kristie Duarte@gmail.com,9986854685
652,Heidi Salvatierra,Male,ECE,5.19,Heidi Salvatierra@hotmail.com,9986556239
653,Tyrone Severance,Female,Mechanical,8.93,Tyrone Severance@hotmail.com,9986859761
654,Barbara Boyer,Male,CSE,5.13,Barbara Boyer@rediffmail.com,9986057922
655,Cherry Brightharp,Female,Civil,6.63,Cherry Brightharp@rediffmail.com,9986198895
656,Lisa Townsend,Male,EIE,5.4,Lisa Townsend@gmail.com,9986854846
657,Michael Bertram,Female,EIE,5.28,Michael Bertram@gmail.com,9986604555
