RegNo,Name,Gender,Department,CGPA,Email,Contact
20181829,Frederick Bowe,Female,EEE,5.74,FrederickBowe@rediffmail.com,9986400857
20181830,Wesley Erdman,Male,Civil,8.22,WesleyErdman@rediffmail.com,9986477706
20181831,Emily Askew,Female,Mechanical,9.72,EmilyAskew@yahoo.co.in,9986864540
20181832,Laurie Hennon,Male,CSE,6.11,LaurieHennon@hotmail.com,9986422530
20181833,Elizabeth Palazzi,Female,Mechanical,8.22,ElizabethPalazzi@hotmail.com,9986112558
20181834,Matthew Rucker,Male,EEE,9.74,MatthewRucker@gmail.com,9986935134
20181835,Cordelia Lundholm,Female,Civil,9.74,CordeliaLundholm@rediffmail.com,9986567640
20181836,Ninfa Fyfe,Female,EEE,6.21,NinfaFyfe@rediffmail.com,9986510759
20181837,Micheal Barlow,Female,EIE,7.79,MichealBarlow@hotmail.com,9986336432
20181838,Esther Smith,Female,EEE,7.66,EstherSmith@rediffmail.com,9986120531
20181839,Kelly Johnston,Female,ECE,6.82,KellyJohnston@rediffmail.com,9986627876
20181840,Jackie Bewley,Female,ECE,7.31,JackieBewley@rediffmail.com,9986470864
20181841,Dale Low,Female,ECE,6.13,DaleLow@yahoo.co.in,9986645613
20181842,Orville Hughes,Female,EIE,8.71,OrvilleHughes@rediffmail.com,9986929240
20181843,Mary Mayer,Female,EEE,5.69,MaryMayer@gmail.com,9986929333
20181844,Mildred Rivera,Female,ECE,7.9,MildredRivera@rediffmail.com,9986311098
20181845,Aaron Staff,Male,ECE,7.68,AaronStaff@gmail.com,9986769738
20181846,Jerilyn Nguyen,Male,Civil,5.07,JerilynNguyen@rediffmail.com,9986854897
20181847,Tracy Johnson,Male,EEE,6.48,TracyJohnson@hotmail.com,9986191507
20181848,Cody Payne,Female,CSE,8.62,CodyPayne@hotmail.com,9986979891
20181849,Glenda Hollandsworth,Male,CSE,8.21,GlendaHollandsworth@hotmail.com,9986033725
20181850,John Arnold,Male,ECE,9.39,JohnArnold@rediffmail.com,9986538540
20181851,Justin Perkins,Female,ECE,5.31,JustinPerkins@yahoo.co.in,9986711191
20181852,Jamie Roper,Female,EEE,8.6,JamieRoper@rediffmail.com,9986497717
20181853,Kenneth Clermont,Female,Mechanical,7.58,KennethClermont@hotmail.com,9986330278
20181854,Frances Kelly,Female,Civil,5.55,FrancesKelly@gmail.com,9986453172
20181855,Betty Mayo,Male,EIE,7.78,BettyMayo@yahoo.co.in,9986569459
20181856,Sandra Ramirez,Female,EEE,7.86,SandraRamirez@hotmail.com,9986843713
20181857,Nancy Starks,Male,CSE,7.15,NancyStarks@yahoo.co.in,9986034436
20181858,Valerie Andrews,Male,EIE,9.62,ValerieAndrews@yahoo.co.in,9986715226
20181859,Thomas Famulare,Female,EIE,7.52,ThomasFamulare@gmail.com,9986934967
20181860,Stephanie Medina,Male,Mechanical,7.78,StephanieMedina@hotmail.com,9986435684
20181861,Karl Mccord,Female,CSE,6.09,KarlMccord@yahoo.co.in,9986244646
20181862,Mary Rodriguez,Female,Mechanical,9.73,MaryRodriguez@gmail.com,9986360166
20181863,Jennifer Sampogna,Male,EIE,9.16,JenniferSampogna@yahoo.co.in,9986490587
20181864,Gwen Montgomery,Male,EIE,8.0,GwenMontgomery@rediffmail.com,9986939563
20181865,Karl Marin,Male,Mechanical,9.19,KarlMarin@rediffmail.com,9986118315
20181866,Carolyn Denney,Male,EEE,9.95,CarolynDenney@gmail.com,9986895226
20181867,Debra Seville,Female,EEE,9.89,DebraSeville@yahoo.co.in,9986339374
20181868,Sherri Dominguez,Female,ECE,9.9,SherriDominguez@yahoo.co.in,9986292591
20181869,Graciela Harvey,Female,Mechanical,9.55,GracielaHarvey@gmail.com,9986136085
20181870,Stanley Cook,Male,CSE,8.59,StanleyCook@rediffmail.com,9986618225
20181871,Martin Strauss,Male,Civil,7.63,MartinStrauss@hotmail.com,9986020361
20181872,Diane Smith,Male,CSE,9.12,DianeSmith@hotmail.com,9986435528
20181873,George Wolf,Female,EEE,5.78,GeorgeWolf@hotmail.com,9986549629
20181874,Stacy Fry,Female,ECE,7.6,StacyFry@gmail.com,9986150462
20181875,Joyce Boston,Male,ECE,7.4,JoyceBoston@gmail.com,9986913595
20181876,Williams Brown,Female,EIE,5.47,WilliamsBrown@gmail.com,9986539670
20181877,Forrest Dyckman,Male,CSE,6.15,ForrestDyckman@rediffmail.com,9986022189
20181878,Deirdre Thelen,Female,EEE,7.16,DeirdreThelen@hotmail.com,9986718881
20181879,Mark Johnson,Male,CSE,9.13,MarkJohnson@rediffmail.com,9986539925
20181880,Steve Allen,Female,EEE,6.22,SteveAllen@rediffmail.com,9986500219
20181881,Judith Braaten,Male,Mechanical,7.38,JudithBraaten@rediffmail.com,9986026458
20181882,Michael Thoennes,Male,ECE,6.61,MichaelThoennes@yahoo.co.in,9986571458
20181883,Laura Plowden,Male,CSE,8.79,LauraPlowden@gmail.com,9986386555
20181884,Ashley Snook,Male,CSE,7.33,AshleySnook@hotmail.com,9986529522
20181885,Roger Foulk,Female,Mechanical,6.19,RogerFoulk@rediffmail.com,9986309136
20181886,James Lewicki,Female,EEE,7.77,JamesLewicki@yahoo.co.in,9986802529
20181887,Michelle Rich,Female,ECE,6.5,MichelleRich@gmail.com,9986384706
20181888,Kevin Tapia,Female,Mechanical,9.83,KevinTapia@gmail.com,9986212598
20181889,Nancy Fuller,Male,Civil,9.78,NancyFuller@rediffmail.com,9986826182
20181890,Carolyn Ruiz,Female,Mechanical,6.88,CarolynRuiz@gmail.com,9986521687
20181891,Tina Angelini,Male,CSE,9.8,TinaAngelini@hotmail.com,9986522471
20181892,Carol Coleman,Male,ECE,6.0,CarolColeman@gmail.com,9986053638
20181893,Donna Everett,Male,EEE,8.96,DonnaEverett@gmail.com,9986133509
20181894,Eleanor Throneberry,Male,Civil,6.31,EleanorThroneberry@rediffmail.com,9986347961
20181895,Joel Gage,Male,CSE,9.03,JoelGage@gmail.com,9986762844
20181896,Robert Mayse,Female,CSE,9.46,RobertMayse@yahoo.co.in,9986939087
20181897,Cathy Brown,Male,CSE,9.97,CathyBrown@hotmail.com,9986171466
20181898,Douglas Gordon,Female,EEE,9.29,DouglasGordon@hotmail.com,9986883763
20181899,Renee Conner,Female,EEE,5.57,ReneeConner@yahoo.co.in,9986896894
20181900,Helene Witmer,Female,ECE,6.34,HeleneWitmer@yahoo.co.in,9986143823
20181901,Larry Mateo,Female,EIE,5.63,LarryMateo@gmail.com,9986084994
20181902,Robert Ham,Female,ECE,5.11,RobertHam@gmail.com,9986978031
20181903,Brittany Billingsley,Male,CSE,5.21,BrittanyBillingsley@gmail.com,9986024450
20181904,Glenda Nichols,Male,EIE,9.81,GlendaNichols@yahoo.co.in,9986703771
20181905,Daryl Goss,Male,Civil,6.98,DarylGoss@gmail.com,9986318066
20181906,Kenneth Pope,Male,EIE,9.1,KennethPope@rediffmail.com,9986876406
20181907,Michael Porch,Male,Civil,8.48,MichaelPorch@hotmail.com,9986609859
20181908,Anthony Frazier,Female,EIE,5.79,AnthonyFrazier@rediffmail.com,9986131233
20181909,Vickie Enge,Female,ECE,5.81,VickieEnge@rediffmail.com,9986100593
20181910,Patricia Williams,Female,Mechanical,8.33,PatriciaWilliams@yahoo.co.in,9986284632
20181911,Everett Mccartney,Male,Civil,6.26,EverettMccartney@yahoo.co.in,9986877469
20181912,Mary Eldred,Male,EIE,5.6,MaryEldred@rediffmail.com,9986326185
20181913,Felicidad Charles,Male,Civil,6.21,FelicidadCharles@yahoo.co.in,9986277787
20181914,Billie Freeman,Female,EIE,6.7,BillieFreeman@hotmail.com,9986291058
20181915,Cesar Talbott,Male,EIE,8.59,CesarTalbott@rediffmail.com,9986443565
20181916,Shirley Coker,Male,ECE,5.39,ShirleyCoker@rediffmail.com,9986438601
20181917,Cathi Alix,Female,ECE,7.28,CathiAlix@rediffmail.com,9986645589
20181918,Thomas Lajaunie,Male,ECE,9.61,ThomasLajaunie@yahoo.co.in,9986703033
20181919,Jason Anderson,Male,Civil,7.06,JasonAnderson@gmail.com,9986118817
20181920,Barry Smail,Female,CSE,5.86,BarrySmail@hotmail.com,9986383129
20181921,Claire Teston,Male,ECE,6.08,ClaireTeston@yahoo.co.in,9986721661
20181922,Christopher Han,Female,ECE,8.8,ChristopherHan@rediffmail.com,9986862041
20181923,Luis Stripling,Male,Civil,7.58,LuisStripling@hotmail.com,9986945806
20181924,John Welch,Female,EEE,9.29,JohnWelch@gmail.com,9986612498
20181925,Walter Paine,Male,EEE,9.66,WalterPaine@yahoo.co.in,9986474805
20181926,Vicente Splatt,Female,ECE,8.37,VicenteSplatt@hotmail.com,9986917139
20181927,Edwin Smith,Male,Mechanical,8.52,EdwinSmith@hotmail.com,9986676269
20181928,Frank Wheaton,Male,EIE,5.08,FrankWheaton@rediffmail.com,9986936038
20181929,Doris Cultice,Female,CSE,6.49,DorisCultice@rediffmail.com,9986742662
20181930,Lessie Botello,Male,EEE,6.73,LessieBotello@gmail.com,9986328217
20181931,Theodora Marroguin,Female,Civil,8.87,TheodoraMarroguin@hotmail.com,9986128326
20181932,Helen Easterling,Male,ECE,6.93,HelenEasterling@rediffmail.com,9986576481
20181933,Joshua Tyndall,Male,ECE,7.76,JoshuaTyndall@gmail.com,9986782655
20181934,Kelly Bollman,Male,EIE,5.82,KellyBollman@rediffmail.com,9986636334
20181935,Betty Weideman,Male,EEE,9.2,BettyWeideman@hotmail.com,9986836008
20181936,Edmund Walker,Female,EEE,6.73,EdmundWalker@yahoo.co.in,9986514636
20181937,Diana Brown,Female,ECE,7.86,DianaBrown@gmail.com,9986898514
20181938,Ashley Roach,Female,EEE,5.83,AshleyRoach@yahoo.co.in,9986798344
20181939,Pedro Derr,Male,Civil,9.21,PedroDerr@yahoo.co.in,9986872943
20181940,Carol Mayes,Female,Civil,9.94,CarolMayes@yahoo.co.in,9986215835
20181941,James Bradley,Male,Mechanical,7.19,JamesBradley@yahoo.co.in,9986128590
20181942,Ashley Ross,Female,EEE,8.97,AshleyRoss@hotmail.com,9986986709
20181943,Richard Bates,Female,Civil,6.26,RichardBates@rediffmail.com,9986644446
20181944,David Dominguez,Male,ECE,5.88,DavidDominguez@gmail.com,9986578436
20181945,Christopher Mars,Male,Mechanical,6.33,ChristopherMars@gmail.com,9986103739
20181946,Chantel Baker,Male,Civil,7.09,ChantelBaker@hotmail.com,9986909642
20181947,Shayne Conrad,Female,Mechanical,9.37,ShayneConrad@rediffmail.com,9986109308
20181948,Patti Santini,Female,Civil,8.51,PattiSantini@hotmail.com,9986930650
20181949,Irma Filkins,Male,ECE,5.63,IrmaFilkins@yahoo.co.in,9986566444
20181950,Jerry Smothers,Male,EEE,9.55,JerrySmothers@yahoo.co.in,9986913032
20181951,Earl Mayers,Female,Mechanical,9.41,EarlMayers@gmail.com,9986650739
20181952,Mary Mckinney,Female,EIE,7.87,MaryMckinney@hotmail.com,9986952665
20181953,Irma Jones,Female,ECE,6.34,IrmaJones@rediffmail.com,9986491669
20181954,Paul Camp,Male,Mechanical,8.52,PaulCamp@gmail.com,9986301053
20181955,Mattie Winstead,Male,Civil,7.24,MattieWinstead@yahoo.co.in,9986237609
20181956,Angela Peterson,Female,Civil,9.18,AngelaPeterson@gmail.com,9986576757
20181957,Kathleen Quarnstrom,Male,Civil,9.05,KathleenQuarnstrom@gmail.com,9986484054
20181958,John Forster,Female,Civil,8.33,JohnForster@gmail.com,9986480934
20181959,Mae Carrigan,Male,EEE,5.97,MaeCarrigan@rediffmail.com,9986174507
20181960,Jenna Merrill,Male,Civil,9.31,JennaMerrill@hotmail.com,9986836605
20181961,Theresa Ward,Male,CSE,7.53,TheresaWard@hotmail.com,9986691537
20181962,Anna Galdames,Male,Civil,6.21,AnnaGaldames@gmail.com,9986213189
20181963,Patrick Favela,Female,CSE,6.32,PatrickFavela@hotmail.com,9986957444
20181964,Brenda Patton,Female,EIE,8.31,BrendaPatton@rediffmail.com,9986595228
20181965,Kathryn Dawson,Female,Civil,7.2,KathrynDawson@hotmail.com,9986502220
20181966,Frances Figueroa,Male,EIE,6.22,FrancesFigueroa@yahoo.co.in,9986655595
20181967,Patrick Moore,Male,Civil,7.86,PatrickMoore@hotmail.com,9986309361
20181968,Edward Crawford,Male,Civil,5.57,EdwardCrawford@hotmail.com,9986110225
20181969,Marie Goode,Female,EEE,6.15,MarieGoode@hotmail.com,9986073559
20181970,Jason Sanders,Male,Civil,9.17,JasonSanders@yahoo.co.in,9986928604
20181971,Jessie Leffert,Female,ECE,6.55,JessieLeffert@yahoo.co.in,9986717800
20181972,Ronald Thurston,Female,EIE,9.64,RonaldThurston@yahoo.co.in,9986018476
20181973,Cesar Bowker,Female,CSE,6.23,CesarBowker@hotmail.com,9986893257
20181974,Mary Hernandez,Female,EEE,5.1,MaryHernandez@gmail.com,9986395706
20181975,Concetta Dubray,Male,ECE,7.17,ConcettaDubray@hotmail.com,9986344450
20181976,Nina Hudson,Male,ECE,8.93,NinaHudson@gmail.com,9986721435
20181977,Rosemary Stump,Male,Civil,9.83,RosemaryStump@yahoo.co.in,9986461203
20181978,John Fulk,Male,ECE,9.43,JohnFulk@yahoo.co.in,9986080073
20181979,Duane Bennett,Female,Mechanical,8.63,DuaneBennett@hotmail.com,9986426369
20181980,Harold Jackson,Female,EIE,7.13,HaroldJackson@rediffmail.com,9986300005
20181981,Pedro Lehr,Male,Civil,5.36,PedroLehr@gmail.com,9986242580
20181982,David Geissler,Male,Mechanical,6.51,DavidGeissler@rediffmail.com,9986128042
20181983,Rachel Thompson,Male,EIE,6.33,RachelThompson@rediffmail.com,9986054570
20181984,Irwin Hill,Female,EEE,6.25,IrwinHill@hotmail.com,9986338085
20181985,Marguerite Jolly,Female,CSE,8.72,MargueriteJolly@yahoo.co.in,9986454586
20181986,Taylor Kemp,Male,Civil,8.99,TaylorKemp@gmail.com,9986189766
20181987,Bernice Pearl,Male,CSE,9.76,BernicePearl@hotmail.com,9986179034
20181988,Antony Garvey,Female,EEE,5.24,AntonyGarvey@rediffmail.com,9986989248
20181989,John Brown,Male,CSE,9.9,JohnBrown@rediffmail.com,9986871823
20181990,Reginald Diaz,Female,ECE,5.26,ReginaldDiaz@gmail.com,9986208027
20181991,Caroline Howard,Female,EEE,6.38,CarolineHoward@hotmail.com,9986179578
20181992,Todd Garcia,Male,ECE,6.57,ToddGarcia@rediffmail.com,9986516010
20181993,Shelby Zurita,Female,EIE,7.24,ShelbyZurita@gmail.com,9986065206
20181994,Ruben Townsend,Male,Mechanical,7.76,RubenTownsend@rediffmail.com,9986259556
20181995,Helena Pierce,Male,ECE,5.6,HelenaPierce@rediffmail.com,9986949770
20181996,Dorothy Hibbard,Male,ECE,6.64,DorothyHibbard@hotmail.com,9986670938
20181997,Ian Roy,Female,Civil,5.77,IanRoy@gmail.com,9986027846
20181998,Treva Johnson,Male,CSE,7.88,TrevaJohnson@hotmail.com,9986434176
20181999,Stephen Bearden,Female,EEE,6.22,StephenBearden@gmail.com,9986764831
20182000,Phyllis Greer,Female,Mechanical,6.45,PhyllisGreer@yahoo.co.in,9986599740
20182001,Joseph Poole,Female,EIE,7.03,JosephPoole@yahoo.co.in,9986196865
20182002,Justin George,Male,EEE,7.21,JustinGeorge@yahoo.co.in,9986350988
20182003,Helen Perez,Male,Civil,9.86,HelenPerez@hotmail.com,9986494051
20182004,Stephanie Roberts,Male,EIE,8.53,StephanieRoberts@rediffmail.com,9986873000
20182005,Lance King,Female,EEE,5.58,LanceKing@hotmail.com,9986051746
20182006,Regina Harrington,Male,Mechanical,7.92,ReginaHarrington@rediffmail.com,9986878518
20182007,Timothy Davis,Female,Civil,8.44,TimothyDavis@gmail.com,9986554598
20182008,Richard Badillo,Male,Civil,6.98,RichardBadillo@hotmail.com,9986755447
20182009,John Fulcher,Female,Mechanical,7.82,JohnFulcher@gmail.com,9986649807
20182010,Paul Young,Female,ECE,8.23,PaulYoung@hotmail.com,9986258874
20182011,Sharon Wallace,Female,Civil,8.96,SharonWallace@gmail.com,9986002481
20182012,Lillie Puma,Male,Mechanical,8.11,LilliePuma@yahoo.co.in,9986648734
20182013,Ernesto Collins,Female,Mechanical,9.95,ErnestoCollins@yahoo.co.in,9986244853
20182014,Charles Frederick,Female,EIE,7.32,CharlesFrederick@gmail.com,9986477175
20182015,Laura Robertson,Male,Mechanical,6.7,LauraRobertson@rediffmail.com,9986921355
20182016,Tamela Wideman,Female,Civil,8.13,TamelaWideman@gmail.com,9986931051
20182017,Noel Gould,Female,EEE,6.6,NoelGould@gmail.com,9986992017
20182018,Kara Myers,Male,ECE,7.96,KaraMyers@rediffmail.com,9986989599
20182019,Russell Dean,Female,Mechanical,7.81,RussellDean@rediffmail.com,9986142487
20182020,Gene Denniston,Female,CSE,5.97,GeneDenniston@rediffmail.com,9986328791
20182021,Dena Bowen,Male,CSE,8.23,DenaBowen@gmail.com,9986547559
20182022,Michael Card,Male,ECE,6.93,MichaelCard@yahoo.co.in,9986173385
20182023,Robert Bohr,Female,ECE,8.87,RobertBohr@rediffmail.com,9986777536
20182024,Margaret Phillips,Female,CSE,7.25,MargaretPhillips@hotmail.com,9986764559
20182025,Randy Cardenas,Male,EEE,5.09,RandyCardenas@yahoo.co.in,9986298829
20182026,Alisa Collins,Male,EEE,6.76,AlisaCollins@yahoo.co.in,9986531935
20182027,Clayton Garduno,Female,EIE,8.5,ClaytonGarduno@hotmail.com,9986045660
20182028,Roy Little,Female,ECE,5.2,RoyLittle@hotmail.com,9986892416
20182029,Amelia Avant,Female,Civil,7.98,AmeliaAvant@yahoo.co.in,9986029060
20182030,Matthew Greer,Female,EIE,8.6,MatthewGreer@gmail.com,9986275053
20182031,Margaret Vincent,Male,Civil,7.28,MargaretVincent@yahoo.co.in,9986942530
20182032,Alex Muni,Female,Civil,5.93,AlexMuni@rediffmail.com,9986563156
20182033,Jennifer Novotny,Female,EIE,5.75,JenniferNovotny@rediffmail.com,9986432248
20182034,Angela Hayes,Male,Civil,9.44,AngelaHayes@rediffmail.com,9986393594
20182035,Thomas Gage,Male,CSE,5.11,ThomasGage@rediffmail.com,9986853233
20182036,Cheryl Muller,Female,Civil,5.36,CherylMuller@yahoo.co.in,9986545131
20182037,Barbara Holloway,Female,ECE,9.99,BarbaraHolloway@rediffmail.com,9986330754
20182038,Sandra Williams,Male,Mechanical,9.68,SandraWilliams@gmail.com,9986360553
20182039,Stephanie Pflieger,Female,EIE,8.32,StephaniePflieger@yahoo.co.in,9986844511
20182040,Trent Elzey,Male,Civil,7.99,TrentElzey@hotmail.com,9986340421
20182041,Anthony Panora,Female,EEE,6.22,AnthonyPanora@gmail.com,9986476724
20182042,Jennine Gomez,Male,CSE,6.34,JennineGomez@gmail.com,9986647247
20182043,Aaron Reale,Male,EIE,5.55,AaronReale@hotmail.com,9986610841
20182044,Jose Powell,Male,ECE,6.13,JosePowell@gmail.com,9986947983
20182045,Steven Rogers,Female,EIE,7.41,StevenRogers@gmail.com,9986064802
20182046,Arturo Mccann,Female,EIE,7.07,ArturoMccann@gmail.com,9986024910
20182047,Christine Short,Female,EEE,9.58,ChristineShort@rediffmail.com,9986498644
20182048,Ami Johnson,Female,ECE,8.99,AmiJohnson@rediffmail.com,9986671589
20182049,Gina Chamberlain,Female,EEE,5.84,GinaChamberlain@gmail.com,9986546399
20182050,Linda Voss,Female,CSE,5.86,LindaVoss@gmail.com,9986192061
20182051,Lenna Ramirez,Female,EEE,5.4,LennaRamirez@gmail.com,9986496413
20182052,Ruth Santos,Female,Mechanical,5.77,RuthSantos@hotmail.com,9986858716
20182053,Thelma Marra,Male,ECE,6.39,ThelmaMarra@yahoo.co.in,9986363713
20182054,Daniel Brantley,Male,Mechanical,8.71,DanielBrantley@rediffmail.com,9986036007
20182055,Keiko Randall,Male,ECE,7.96,KeikoRandall@rediffmail.com,9986079609
20182056,Barb Conkling,Female,CSE,8.47,BarbConkling@rediffmail.com,9986807053
20182057,Kyle Moran,Female,ECE,9.18,KyleMoran@yahoo.co.in,9986021314
20182058,Daniel Rollins,Male,Mechanical,7.24,DanielRollins@yahoo.co.in,9986073326
20182059,Tracy Travers,Female,EEE,7.85,TracyTravers@yahoo.co.in,9986470301
20182060,Emile Schwartz,Female,Mechanical,8.08,EmileSchwartz@yahoo.co.in,9986722367
20182061,Marilyn Lansberry,Female,Mechanical,5.95,MarilynLansberry@hotmail.com,9986295641
20182062,Harvey Hill,Male,Mechanical,9.02,HarveyHill@rediffmail.com,9986625042
20182063,Michael Mendez,Female,CSE,6.06,MichaelMendez@yahoo.co.in,9986345976
20182064,Mildred Howe,Male,Civil,6.09,MildredHowe@gmail.com,9986161763
20182065,William Butterfield,Female,Civil,8.67,WilliamButterfield@hotmail.com,9986384675
20182066,Bryce Pennebaker,Female,EEE,8.25,BrycePennebaker@gmail.com,9986688441
20182067,Scott Brantley,Male,Mechanical,5.03,ScottBrantley@rediffmail.com,9986806370
20182068,Maria Griffin,Male,EIE,8.41,MariaGriffin@gmail.com,9986631507
20182069,Daniel White,Male,Civil,7.43,DanielWhite@yahoo.co.in,9986886026
20182070,Anton Matias,Female,CSE,8.83,AntonMatias@hotmail.com,9986919614
20182071,Steven Kovac,Female,Mechanical,7.47,StevenKovac@yahoo.co.in,9986361667
20182072,Annie Anderson,Female,CSE,6.1,AnnieAnderson@hotmail.com,9986203997
20182073,Wayne Maxwell,Male,EIE,5.17,WayneMaxwell@gmail.com,9986437610
20182074,Deloris Rivera,Male,EEE,7.4,DelorisRivera@rediffmail.com,9986061762
20182075,Nancy Bell,Male,CSE,9.85,NancyBell@rediffmail.com,9986397034
20182076,Simone Kent,Female,EEE,9.16,SimoneKent@yahoo.co.in,9986725464
20182077,Joel Joseph,Female,CSE,9.0,JoelJoseph@hotmail.com,9986656813
20182078,Jerry Rincon,Male,EIE,7.33,JerryRincon@hotmail.com,9986733704
20182079,Herman Cather,Female,CSE,8.93,HermanCather@rediffmail.com,9986035800
20182080,Gus Tamez,Male,EEE,5.8,GusTamez@hotmail.com,9986155827
20182081,Rafael Poulson,Female,Civil,9.45,RafaelPoulson@hotmail.com,9986491646
20182082,Tammi Mccullen,Female,EEE,9.3,TammiMccullen@hotmail.com,9986089289
20182083,Jerry Gutierrez,Male,Civil,5.13,JerryGutierrez@hotmail.com,9986645704
20182084,John Meyers,Male,Civil,9.4,JohnMeyers@gmail.com,9986191687
20182085,Donald Santee,Male,CSE,8.44,DonaldSantee@rediffmail.com,9986522208
20182086,Susanne Lytle,Female,EIE,8.22,SusanneLytle@hotmail.com,9986271436
20182087,Mary Holman,Male,Mechanical,7.22,MaryHolman@yahoo.co.in,9986650668
20182088,Norbert Clayton,Female,EEE,6.57,NorbertClayton@rediffmail.com,9986131858
20182089,Byron Austin,Male,EIE,6.83,ByronAustin@rediffmail.com,9986336169
20182090,Darlene Rodgers,Female,EIE,6.96,DarleneRodgers@yahoo.co.in,9986416601
20182091,Timothy Tincher,Male,ECE,8.03,TimothyTincher@yahoo.co.in,9986118986
20182092,Jeanna Bonney,Female,EEE,8.48,JeannaBonney@yahoo.co.in,9986688313
20182093,Joseph Sawyer,Female,Mechanical,5.89,JosephSawyer@gmail.com,9986757194
20182094,Tony Page,Female,CSE,7.14,TonyPage@rediffmail.com,9986826804
20182095,Emily Lee,Female,ECE,9.47,EmilyLee@gmail.com,9986781802
20182096,John Poindexter,Male,ECE,7.61,JohnPoindexter@yahoo.co.in,9986124021
20182097,Margarita Hutcheson,Male,EIE,9.11,MargaritaHutcheson@hotmail.com,9986250007
20182098,Dale Gonzalez,Female,Civil,7.87,DaleGonzalez@hotmail.com,9986355434
20182099,Margaret Erbst,Male,EIE,6.41,MargaretErbst@gmail.com,9986340095
20182100,Albert Homer,Male,ECE,6.09,AlbertHomer@gmail.com,9986908844
20182101,Maria Whitfield,Male,Civil,5.44,MariaWhitfield@hotmail.com,9986611888
20182102,Robert Rhodes,Male,ECE,9.39,RobertRhodes@gmail.com,9986714480
20182103,Kathy Smith,Female,Mechanical,9.43,KathySmith@yahoo.co.in,9986750092
20182104,Mary Sparks,Female,EIE,5.95,MarySparks@gmail.com,9986698379
20182105,Steve Lopez,Female,CSE,7.51,SteveLopez@hotmail.com,9986797717
20182106,Pearlie Hastings,Female,Civil,7.32,PearlieHastings@yahoo.co.in,9986766706
20182107,Kelly Shannon,Female,EIE,5.0,KellyShannon@yahoo.co.in,9986124166
20182108,Lydia Dietrich,Male,Civil,5.85,LydiaDietrich@hotmail.com,9986348383
20182109,Allan Sharp,Female,ECE,9.73,AllanSharp@gmail.com,9986907164
20182110,Eleanor Toban,Female,Mechanical,7.01,EleanorToban@rediffmail.com,9986744257
20182111,Robert Arcos,Female,ECE,6.33,RobertArcos@gmail.com,9986746697
20182112,Lois Miller,Female,CSE,6.45,LoisMiller@hotmail.com,9986704649
20182113,Malcolm Callahan,Female,CSE,6.34,MalcolmCallahan@yahoo.co.in,9986965186
20182114,Joseph Morgan,Male,EEE,9.9,JosephMorgan@hotmail.com,9986826814
20182115,Jerome Owens,Female,EEE,9.42,JeromeOwens@hotmail.com,9986205388
20182116,Donna Johnson,Female,Civil,9.05,DonnaJohnson@gmail.com,9986107709
20182117,Peggy Thacker,Female,EIE,6.03,PeggyThacker@yahoo.co.in,9986196564
20182118,Philip Taylor,Female,EEE,9.85,PhilipTaylor@yahoo.co.in,9986987227
20182119,Maren Davis,Male,Civil,9.18,MarenDavis@rediffmail.com,9986155611
20182120,Ashley Fernandez,Male,Mechanical,8.63,AshleyFernandez@gmail.com,9986535688
20182121,Maria Sellner,Male,Mechanical,9.34,MariaSellner@rediffmail.com,9986873990
20182122,Sidney Sumpter,Female,Mechanical,8.84,SidneySumpter@rediffmail.com,9986700832
20182123,Jessie Teeter,Female,Mechanical,7.48,JessieTeeter@hotmail.com,9986456946
20182124,Harry Butler,Male,Civil,6.59,HarryButler@rediffmail.com,9986775079
20182125,Mark Jacobson,Female,CSE,6.85,MarkJacobson@gmail.com,9986185157
20182126,Michael Walker,Female,ECE,9.18,MichaelWalker@yahoo.co.in,9986403706
20182127,Shawn Cucuzza,Female,Civil,8.74,ShawnCucuzza@gmail.com,9986603436
20182128,Renee Jones,Male,Mechanical,6.07,ReneeJones@gmail.com,9986241596
20182129,David Campbell,Female,CSE,5.6,DavidCampbell@hotmail.com,9986692041
20182130,Phillip Otoole,Male,EEE,9.34,PhillipOtoole@rediffmail.com,9986212594
20182131,Susan Sherrill,Male,ECE,7.24,SusanSherrill@hotmail.com,9986024420
20182132,Jennifer Santiago,Female,CSE,5.61,JenniferSantiago@gmail.com,9986522767
20182133,Robert Molina,Female,ECE,6.49,RobertMolina@hotmail.com,9986300367
20182134,Richard Lopez,Female,EEE,9.29,RichardLopez@gmail.com,9986156482
20182135,Richard Clouser,Male,Civil,9.04,RichardClouser@gmail.com,9986281299
20182136,Elaine Obiesie,Female,EIE,6.21,ElaineObiesie@gmail.com,9986491505
20182137,Michael Pickron,Male,Mechanical,6.98,MichaelPickron@yahoo.co.in,9986477489
20182138,Milton Cook,Female,Civil,6.34,MiltonCook@gmail.com,9986769238
20182139,Manda Flores,Male,Civil,6.34,MandaFlores@rediffmail.com,9986265123
20182140,Carrol Turner,Male,Civil,9.42,CarrolTurner@yahoo.co.in,9986325679
20182141,Ralph Jones,Female,CSE,8.46,RalphJones@yahoo.co.in,9986079257
20182142,Olive Dahl,Male,EIE,8.16,OliveDahl@hotmail.com,9986907725
20182143,Dorothy Oleary,Male,CSE,9.06,DorothyOleary@hotmail.com,9986652916
20182144,Gregory Maddox,Male,EIE,8.19,GregoryMaddox@yahoo.co.in,9986353389
20182145,Altagracia Mahon,Female,Mechanical,6.56,AltagraciaMahon@gmail.com,9986220837
20182146,John Kane,Female,EIE,7.03,JohnKane@gmail.com,9986527333
