REGISTRATION_NUMBER,STUDENT_NAME,STUDENT_GENDER,STUDENT_DEPARTMENT,STUDENT_CGPA,STUDENT_EMAILID,STUDENT_CONTACT_NUMBER 
1055,Christopher Heckman,Female,CSE,8.61,ChristopherHeckman@rediffmail.com,9986617301
1056,James Carter,Male,Civil,9.02,JamesCarter@gmail.com,9986827323
1057,Frederick Orta,Female,EEE,9.09,FrederickOrta@yahoo.co.in,9986634757
1058,Charlotte Choi,Male,Civil,5.16,CharlotteChoi@gmail.com,9986271385
1059,Harry Schoen,Male,EIE,7.88,HarrySchoen@yahoo.co.in,9986034343
1060,Angela Wilson,Male,Mechanical,8.05,AngelaWilson@hotmail.com,9986240541
1061,Claude Huston,Female,Mechanical,9.74,ClaudeHuston@hotmail.com,9986603578
1062,Nancy Crump,Male,ECE,7.37,NancyCrump@hotmail.com,9986096554
1063,Charles Mcelroy,Female,ECE,9.41,CharlesMcelroy@rediffmail.com,9986798079
1064,Shari Gentile,Male,Civil,8.9,ShariGentile@gmail.com,9986700827
1065,Andrew Reyolds,Male,Mechanical,8.42,AndrewReyolds@hotmail.com,9986710980
1066,James Suarez,Female,Civil,8.36,JamesSuarez@rediffmail.com,9986608791
1067,Mohammad Holt,Male,Mechanical,9.23,MohammadHolt@yahoo.co.in,9986792437
1068,Bobby Hansen,Female,ECE,8.8,BobbyHansen@yahoo.co.in,9986487673
1069,Teri Gavia,Male,Civil,6.42,TeriGavia@rediffmail.com,9986060226
1070,Denise Bailey,Female,ECE,9.75,DeniseBailey@rediffmail.com,9986648379
1071,Claire Stone,Male,Mechanical,8.07,ClaireStone@hotmail.com,9986566664
1072,David Lewis,Male,Civil,8.31,DavidLewis@gmail.com,9986727546
1073,Agnes Martin,Female,Civil,7.56,AgnesMartin@gmail.com,9986470189
1074,Jorge Hartle,Female,ECE,7.65,JorgeHartle@rediffmail.com,9986538623
1075,Mark Eason,Female,ECE,8.27,MarkEason@yahoo.co.in,9986362615
1076,Jennie Brooks,Female,EIE,7.01,JennieBrooks@yahoo.co.in,9986940109
1077,Stephen Dalrymple,Female,EIE,9.35,StephenDalrymple@gmail.com,9986894007
1078,Michael Fenstermacher,Male,Mechanical,6.24,MichaelFenstermacher@rediffmail.com,9986807340
1079,Evonne Fitzgerald,Male,ECE,9.36,EvonneFitzgerald@rediffmail.com,9986595169
1080,Cordelia Bahlmann,Male,ECE,7.82,CordeliaBahlmann@hotmail.com,9986231589
1081,Kristen Abrams,Male,CSE,8.68,KristenAbrams@gmail.com,9986374245
1082,Kevin Jurado,Male,Civil,5.73,KevinJurado@rediffmail.com,9986426358
1083,William Campanella,Female,EIE,5.25,WilliamCampanella@gmail.com,9986279873
1084,Helen Schultz,Male,Mechanical,6.36,HelenSchultz@yahoo.co.in,9986360887
1085,Susan Wallace,Female,ECE,6.02,SusanWallace@yahoo.co.in,9986236940
1086,Frank Riedel,Female,Civil,5.31,FrankRiedel@hotmail.com,9986765370
1087,Robert Nichols,Female,Mechanical,7.58,RobertNichols@yahoo.co.in,9986056026
1088,Helene Lile,Female,CSE,6.64,HeleneLile@gmail.com,9986734703
1089,Lisa Ramos,Female,CSE,5.28,LisaRamos@gmail.com,9986322054
1090,Vera Kitchen,Male,ECE,7.35,VeraKitchen@gmail.com,9986996950
1091,Mary Verrett,Male,Mechanical,6.51,MaryVerrett@hotmail.com,9986591160
1092,Ilene Vazquez,Female,Mechanical,9.45,IleneVazquez@rediffmail.com,9986743835
1093,Adam Morrow,Female,EEE,7.79,AdamMorrow@yahoo.co.in,9986754916
1094,Laura Mahoney,Male,CSE,7.15,LauraMahoney@gmail.com,9986461398
1095,Bobby Hockenberry,Female,CSE,6.5,BobbyHockenberry@gmail.com,9986582724
1096,Janet Hastings,Female,ECE,9.39,JanetHastings@gmail.com,9986501343
1097,Michelle Turner,Male,EIE,6.04,MichelleTurner@gmail.com,9986457654
1098,Cassandra Knipper,Female,ECE,8.14,CassandraKnipper@gmail.com,9986091506
1099,Bill Kha,Male,Civil,7.56,BillKha@rediffmail.com,9986808237
1100,Roger Ronzoni,Male,ECE,7.29,RogerRonzoni@rediffmail.com,9986322194
1101,Robert Broadwater,Female,EEE,7.34,RobertBroadwater@yahoo.co.in,9986602135
1102,Charles Allen,Female,CSE,7.08,CharlesAllen@yahoo.co.in,9986685567
1103,Frank Boulanger,Male,EIE,6.74,FrankBoulanger@hotmail.com,9986940630
1104,Rose Palomares,Male,Mechanical,8.87,RosePalomares@hotmail.com,9986542835
1105,Jorge Abrams,Female,ECE,6.55,JorgeAbrams@hotmail.com,9986198077
1106,Claude Morris,Male,EEE,7.39,ClaudeMorris@gmail.com,9986229750
1107,Jennifer Henderson,Female,Mechanical,9.61,JenniferHenderson@rediffmail.com,9986896491
1108,Gordon Oneal,Male,EIE,9.04,GordonOneal@yahoo.co.in,9986783973
1109,Francisco Thompson,Male,Mechanical,7.95,FranciscoThompson@yahoo.co.in,9986142015
1110,Jennifer Robinson,Female,Mechanical,9.42,JenniferRobinson@hotmail.com,9986461122
1111,Edith Warren,Female,CSE,6.23,EdithWarren@gmail.com,9986461179
1112,Daria Scott,Male,ECE,7.2,DariaScott@hotmail.com,9986416031
1113,Constance Taylor,Male,EIE,5.74,ConstanceTaylor@yahoo.co.in,9986057183
1114,Sue Marchman,Female,Civil,7.84,SueMarchman@hotmail.com,9986418599
1115,David Gaines,Female,Civil,8.49,DavidGaines@rediffmail.com,9986932986
1116,Bernard Kraft,Female,EEE,8.24,BernardKraft@gmail.com,9986135991
1117,Christine Harkrader,Male,EIE,8.82,ChristineHarkrader@gmail.com,9986294063
1118,Joyce Sharpe,Male,Mechanical,8.74,JoyceSharpe@rediffmail.com,9986136928
1119,James Martin,Female,Mechanical,6.84,JamesMartin@yahoo.co.in,9986769569
1120,Alberta Branson,Female,EIE,9.85,AlbertaBranson@rediffmail.com,9986633316
1121,Willie Bryant,Male,EEE,9.76,WillieBryant@hotmail.com,9986672484
1122,Paul Graves,Female,CSE,9.73,PaulGraves@gmail.com,9986845187
1123,Diane Greer,Female,CSE,7.76,DianeGreer@rediffmail.com,9986803643
1124,Mark Schwab,Female,Mechanical,8.24,MarkSchwab@rediffmail.com,9986321506
1125,Kari Miranda,Male,Civil,7.95,KariMiranda@yahoo.co.in,9986503763
1126,Robert Castrellon,Male,CSE,7.02,RobertCastrellon@rediffmail.com,9986662646
1127,Paulette Ragsdale,Male,ECE,8.74,PauletteRagsdale@hotmail.com,9986534362
1128,Charles Reaves,Male,EEE,8.82,CharlesReaves@gmail.com,9986415657
1129,Jessica Johnson,Male,Mechanical,9.62,JessicaJohnson@yahoo.co.in,9986280715
1130,Derek Martin,Male,Civil,5.2,DerekMartin@rediffmail.com,9986920479
1131,Felicia Morgan,Male,EIE,5.28,FeliciaMorgan@hotmail.com,9986838066
1132,Allison Hendrick,Female,Civil,5.58,AllisonHendrick@yahoo.co.in,9986457090
1133,Dawn Lindell,Male,EIE,9.43,DawnLindell@yahoo.co.in,9986234613
1134,James Rouse,Female,CSE,8.12,JamesRouse@gmail.com,9986486163
1135,Cynthia Lambdin,Male,ECE,7.33,CynthiaLambdin@hotmail.com,9986105498
1136,Amina Dworkin,Male,Mechanical,9.61,AminaDworkin@rediffmail.com,9986425801
1137,Amy Edwards,Male,Mechanical,7.96,AmyEdwards@rediffmail.com,9986898561
1138,James Naughton,Male,ECE,7.33,JamesNaughton@hotmail.com,9986466664
1139,Tommy Dixon,Female,Civil,9.22,TommyDixon@rediffmail.com,9986331743
1140,Luke Perez,Female,CSE,5.71,LukePerez@gmail.com,9986431770
1141,Thresa Delfuente,Female,Civil,9.59,ThresaDelfuente@gmail.com,9986668819
1142,Susie Kessler,Male,Civil,9.24,SusieKessler@hotmail.com,9986223475
1143,Benjamin Galvan,Female,EIE,5.24,BenjaminGalvan@hotmail.com,9986770413
1144,Juliane Lamb,Male,EEE,5.53,JulianeLamb@rediffmail.com,9986149977
1145,Bruce Mulholland,Female,EIE,6.42,BruceMulholland@hotmail.com,9986498178
1146,Thomas Hernandez,Female,Civil,7.28,ThomasHernandez@hotmail.com,9986653258
1147,Brandi Foster,Female,EIE,6.43,BrandiFoster@yahoo.co.in,9986586534
1148,Thomas Gooden,Male,Civil,9.87,ThomasGooden@gmail.com,9986517083
1149,Rita Digiovanni,Male,CSE,6.34,RitaDigiovanni@rediffmail.com,9986475909
1150,William Doss,Male,ECE,9.81,WilliamDoss@hotmail.com,9986559412
1151,Richard White,Male,Mechanical,6.02,RichardWhite@gmail.com,9986792933
1152,Jenifer Hopper,Male,Civil,5.37,JeniferHopper@hotmail.com,9986622379
1153,Roberto Schimke,Male,Civil,6.27,RobertoSchimke@rediffmail.com,9986684324
1154,Joseph Brock,Female,CSE,8.7,JosephBrock@rediffmail.com,9986189108
1155,Robert Pennington,Female,EIE,8.25,RobertPennington@yahoo.co.in,9986233278
1156,Vicky Ocegueda,Female,ECE,5.19,VickyOcegueda@gmail.com,9986029890
1157,Jeri Williams,Male,Mechanical,7.61,JeriWilliams@rediffmail.com,9986859757
1158,Tiffany Mcbroom,Male,ECE,7.0,TiffanyMcbroom@gmail.com,9986745279
1159,Eunice Moore,Male,Mechanical,7.74,EuniceMoore@hotmail.com,9986533214
1160,Dara Scott,Female,Mechanical,5.83,DaraScott@rediffmail.com,9986253034
1161,James Vaz,Female,EEE,9.16,JamesVaz@gmail.com,9986069422
1162,Kimberly Rose,Female,Mechanical,9.28,KimberlyRose@hotmail.com,9986721362
1163,Curtis Overstreet,Female,CSE,9.64,CurtisOverstreet@yahoo.co.in,9986604861
1164,Samuel Bentley,Male,EEE,8.08,SamuelBentley@gmail.com,9986183167
1165,Paula Pearson,Male,CSE,7.82,PaulaPearson@rediffmail.com,9986524647
1166,Rita Chism,Male,Mechanical,6.03,RitaChism@gmail.com,9986659769
1167,Alice Rose,Female,Civil,5.69,AliceRose@yahoo.co.in,9986383974
1168,Samuel Brown,Female,EIE,5.88,SamuelBrown@gmail.com,9986038252
1169,Mildred Baldwin,Male,CSE,8.37,MildredBaldwin@hotmail.com,9986728310
1170,Angela Roy,Male,Civil,7.69,AngelaRoy@rediffmail.com,9986938103
1171,Richard Perez,Female,CSE,9.79,RichardPerez@hotmail.com,9986435530
1172,Antonio Benge,Male,CSE,8.52,AntonioBenge@hotmail.com,9986012106
1173,Craig Anthony,Female,EIE,8.41,CraigAnthony@hotmail.com,9986888350
1174,Frank Lavalley,Female,ECE,7.27,FrankLavalley@rediffmail.com,9986285358
1175,Ryan Mays,Male,CSE,7.55,RyanMays@gmail.com,9986611638
1176,John Robledo,Female,CSE,9.59,JohnRobledo@yahoo.co.in,9986227997
1177,Sandra Obrien,Male,Civil,7.27,SandraObrien@hotmail.com,9986329600
1178,John Godoy,Female,ECE,8.82,JohnGodoy@yahoo.co.in,9986543497
1179,Donna Butler,Female,Civil,9.94,DonnaButler@gmail.com,9986809446
1180,Theron Volz,Male,CSE,8.32,TheronVolz@gmail.com,9986030918
1181,Susan Bohr,Male,CSE,5.8,SusanBohr@gmail.com,9986915762
1182,Lester Shook,Male,ECE,7.81,LesterShook@gmail.com,9986602029
1183,Susan Nelson,Male,Civil,7.86,SusanNelson@rediffmail.com,9986175048
1184,Rachel Coleman,Male,ECE,9.39,RachelColeman@gmail.com,9986645378
1185,Joseph Thompson,Male,EIE,9.09,JosephThompson@yahoo.co.in,9986341241
1186,John Albrecht,Female,EEE,6.08,JohnAlbrecht@rediffmail.com,9986467396
1187,Stephen Lebovic,Male,EIE,6.33,StephenLebovic@rediffmail.com,9986515671
1188,Sarah Vanhoose,Female,CSE,7.31,SarahVanhoose@hotmail.com,9986062279
1189,Dorothy White,Female,Civil,9.69,DorothyWhite@yahoo.co.in,9986376640
1190,James Nelson,Female,EIE,9.57,JamesNelson@rediffmail.com,9986597666
1191,Theron Hornak,Male,EEE,6.51,TheronHornak@yahoo.co.in,9986456073
1192,Brenda Lane,Female,Mechanical,8.78,BrendaLane@yahoo.co.in,9986177420
1193,Julie Houseknecht,Male,Civil,7.89,JulieHouseknecht@gmail.com,9986121892
1194,Jane Barlow,Male,ECE,9.69,JaneBarlow@hotmail.com,9986872136
1195,Mark Pete,Female,Mechanical,7.96,MarkPete@yahoo.co.in,9986015804
1196,Trina Buck,Male,Mechanical,8.81,TrinaBuck@hotmail.com,9986870196
1197,Robert Bennett,Female,ECE,5.45,RobertBennett@gmail.com,9986627171
1198,Wendy Guerrero,Female,Mechanical,7.83,WendyGuerrero@rediffmail.com,9986541994
1199,Angela Normand,Female,ECE,9.03,AngelaNormand@gmail.com,9986599212
1200,Judith Gold,Female,ECE,5.55,JudithGold@rediffmail.com,9986420138
1201,Jean Simpson,Male,Civil,8.73,JeanSimpson@hotmail.com,9986651900
1202,Charles Baldwin,Female,CSE,8.01,CharlesBaldwin@gmail.com,9986087506
1203,Shirley Heming,Male,EIE,6.23,ShirleyHeming@gmail.com,9986258265
1204,Patrick Lovett,Male,ECE,9.44,PatrickLovett@hotmail.com,9986614590
1205,Keith Wasson,Male,ECE,9.36,KeithWasson@gmail.com,9986463568
1206,Kevin Milligan,Female,Mechanical,9.89,KevinMilligan@hotmail.com,9986723921
1207,Richard Valentine,Female,EEE,6.47,RichardValentine@yahoo.co.in,9986348346
1208,Frances Williams,Male,CSE,7.4,FrancesWilliams@rediffmail.com,9986086491
1209,Josephine Jones,Female,CSE,8.18,JosephineJones@hotmail.com,9986435782
1210,Sarah Perry,Male,EIE,5.08,SarahPerry@rediffmail.com,9986296921
1211,Marilyn Hernandez,Male,EIE,6.41,MarilynHernandez@yahoo.co.in,9986729526
1212,Joanne Martin,Male,EEE,5.68,JoanneMartin@yahoo.co.in,9986567605
1213,Mabel Hawkes,Female,EIE,8.7,MabelHawkes@hotmail.com,9986644198
1214,Floyd Duhamel,Female,Mechanical,6.29,FloydDuhamel@hotmail.com,9986985748
1215,Stanley Martin,Male,Mechanical,7.04,StanleyMartin@gmail.com,9986318284
1216,Jose Johnson,Male,CSE,8.37,JoseJohnson@hotmail.com,9986862035
1217,Millie Roberts,Female,Mechanical,8.11,MillieRoberts@gmail.com,9986161709
1218,Christopher Bower,Male,EIE,9.68,ChristopherBower@yahoo.co.in,9986329695
1219,Eric Webb,Male,Civil,6.85,EricWebb@rediffmail.com,9986975475
1220,Kevin Cooperman,Male,EIE,8.19,KevinCooperman@hotmail.com,9986978272
1221,Robert Dixon,Female,Civil,9.36,RobertDixon@rediffmail.com,9986593372
1222,Harvey Terrell,Female,ECE,6.29,HarveyTerrell@yahoo.co.in,9986881288
1223,Velva Molinaro,Male,EEE,8.46,VelvaMolinaro@rediffmail.com,9986106837
1224,Jeffery Olsen,Male,EEE,6.95,JefferyOlsen@rediffmail.com,9986336220
1225,Susan Heath,Female,EEE,5.75,SusanHeath@rediffmail.com,9986189941
1226,Paul Tuggle,Female,EIE,9.16,PaulTuggle@hotmail.com,9986302243
1227,Donna Metz,Female,CSE,9.35,DonnaMetz@hotmail.com,9986672984
1228,Jeffery Mccutchan,Female,EIE,5.37,JefferyMccutchan@yahoo.co.in,9986030278
1229,Christopher Belanger,Male,Mechanical,9.64,ChristopherBelanger@hotmail.com,9986286091
1230,Jessica Nelson,Male,Mechanical,6.07,JessicaNelson@rediffmail.com,9986934313
1231,Newton Lewis,Male,Mechanical,5.02,NewtonLewis@yahoo.co.in,9986317412
1232,Henry Abuaita,Male,EIE,7.33,HenryAbuaita@hotmail.com,9986110602
1233,Armando Baird,Male,EEE,5.29,ArmandoBaird@yahoo.co.in,9986309345
1234,Bobby Bush,Male,Mechanical,7.64,BobbyBush@hotmail.com,9986059980
1235,Shawanda Mcclain,Male,EEE,5.06,ShawandaMcclain@hotmail.com,9986328577
1236,Michael Scott,Female,ECE,9.29,MichaelScott@gmail.com,9986997489
1237,Juli Wilson,Male,CSE,7.25,JuliWilson@yahoo.co.in,9986993121
1238,Don Lindley,Female,Civil,6.85,DonLindley@gmail.com,9986152566
1239,Daniel Wilson,Male,CSE,5.15,DanielWilson@yahoo.co.in,9986291110
1240,Steven Gregory,Male,ECE,5.2,StevenGregory@gmail.com,9986955573
1241,Edward Alford,Male,EEE,6.32,EdwardAlford@hotmail.com,9986736596
1242,Tammy Clark,Male,EEE,5.58,TammyClark@yahoo.co.in,9986844884
1243,Theresa Day,Male,Civil,7.49,TheresaDay@rediffmail.com,9986701127
1244,Michael Vaccaro,Female,EEE,9.19,MichaelVaccaro@hotmail.com,9986396350
1245,Lester Bame,Male,Mechanical,7.43,LesterBame@rediffmail.com,9986454404
1246,Donna Shoun,Male,EEE,8.68,DonnaShoun@yahoo.co.in,9986309135
1247,Patricia Morton,Male,Civil,8.32,PatriciaMorton@gmail.com,9986543814
1248,Steven Gonzalez,Female,Civil,8.89,StevenGonzalez@rediffmail.com,9986599493
1249,Kelly Mitchell,Female,EEE,5.49,KellyMitchell@hotmail.com,9986502800
1250,Avery Adams,Male,EIE,9.52,AveryAdams@yahoo.co.in,9986030998
1251,Louise Miller,Female,ECE,6.6,LouiseMiller@gmail.com,9986157290
1252,Kevin Devens,Male,EEE,8.85,KevinDevens@yahoo.co.in,9986776171
1253,Kimberly Castleberry,Male,Mechanical,8.86,KimberlyCastleberry@rediffmail.com,9986556447
1254,Jesus Wyman,Male,Civil,7.51,JesusWyman@gmail.com,9986983597
1255,Jeffrey Scott,Female,Civil,9.0,JeffreyScott@yahoo.co.in,9986105531
1256,Paul Bertram,Female,CSE,8.09,PaulBertram@rediffmail.com,9986803958
1257,Joan Thompson,Female,CSE,8.04,JoanThompson@rediffmail.com,9986960608
1258,Lee Denman,Female,EEE,7.57,LeeDenman@rediffmail.com,9986846891
1259,Michelle Rosenthal,Male,ECE,6.39,MichelleRosenthal@hotmail.com,9986357053
1260,Gloria Monteleone,Female,EEE,6.83,GloriaMonteleone@hotmail.com,9986009693
1261,Jodi Papp,Male,CSE,9.56,JodiPapp@gmail.com,9986027951
1262,Anna Sonoski,Female,EIE,8.76,AnnaSonoski@hotmail.com,9986960308
1263,William Peterson,Male,ECE,7.03,WilliamPeterson@yahoo.co.in,9986403141
1264,Russel Ward,Male,ECE,8.72,RusselWard@gmail.com,9986038807
1265,Jason Stewart,Male,CSE,9.98,JasonStewart@yahoo.co.in,9986979498
1266,Gladys Rivera,Female,ECE,5.86,GladysRivera@yahoo.co.in,9986858142
1267,Marshall Short,Female,CSE,5.09,MarshallShort@yahoo.co.in,9986627906
1268,Ernest Harrington,Female,ECE,6.02,ErnestHarrington@yahoo.co.in,9986952649
1269,Margaret Austin,Male,CSE,7.06,MargaretAustin@hotmail.com,9986879673
1270,Catherine Streeter,Female,Civil,6.41,CatherineStreeter@yahoo.co.in,9986154536
1271,Craig Iverson,Male,Civil,6.03,CraigIverson@yahoo.co.in,9986607692
1272,Rosa Williams,Male,Civil,9.3,RosaWilliams@rediffmail.com,9986356985
1273,Howard Barber,Female,Mechanical,7.21,HowardBarber@gmail.com,9986461788
1274,Patricia Bain,Female,Civil,7.03,PatriciaBain@yahoo.co.in,9986711037
1275,Andrea Stewart,Female,EIE,6.68,AndreaStewart@yahoo.co.in,9986168780
1276,Marshall Bryant,Female,Civil,5.94,MarshallBryant@gmail.com,9986476233
1277,Erik Neville,Male,CSE,6.33,ErikNeville@yahoo.co.in,9986930096
1278,Richard Williams,Female,EEE,9.63,RichardWilliams@rediffmail.com,9986089096
1279,Marie Wood,Female,EIE,5.74,MarieWood@rediffmail.com,9986243004
1280,James Searight,Male,EEE,8.73,JamesSearight@gmail.com,9986445897
1281,Arnita Rooney,Female,EIE,7.55,ArnitaRooney@rediffmail.com,9986825261
1282,Robby Booker,Male,Mechanical,8.26,RobbyBooker@hotmail.com,9986385674
1283,Joseph Hallowell,Male,Mechanical,5.24,JosephHallowell@yahoo.co.in,9986035382
1284,Brenda Greeno,Female,EEE,8.72,BrendaGreeno@rediffmail.com,9986022439
1285,Mayra Cole,Female,ECE,8.69,MayraCole@yahoo.co.in,9986037530
1286,James Garza,Male,Civil,5.24,JamesGarza@rediffmail.com,9986272363
1287,Florence Henderson,Female,Civil,9.55,FlorenceHenderson@hotmail.com,9986591990
1288,James Tovar,Male,ECE,6.11,JamesTovar@hotmail.com,9986224036
1289,James Watkins,Male,EIE,7.04,JamesWatkins@hotmail.com,9986578673
1290,Heather Moore,Male,Mechanical,6.33,HeatherMoore@yahoo.co.in,9986598806
1291,Jason Wellman,Female,EEE,8.63,JasonWellman@yahoo.co.in,9986398078
1292,Fanny Harris,Female,ECE,6.28,FannyHarris@rediffmail.com,9986056249
1293,Ray Locklear,Male,EIE,6.44,RayLocklear@gmail.com,9986636141
1294,Robert Szymanski,Female,Civil,9.64,RobertSzymanski@rediffmail.com,9986501480
1295,John Coomer,Female,Civil,9.11,JohnCoomer@rediffmail.com,9986221811
1296,Lisa Latta,Male,Mechanical,9.66,LisaLatta@rediffmail.com,9986230403
1297,David Bauer,Female,EIE,7.07,DavidBauer@yahoo.co.in,9986827513
1298,Elaine Nicholson,Female,EEE,6.77,ElaineNicholson@hotmail.com,9986981563
1299,Carl Husar,Male,EEE,8.42,CarlHusar@yahoo.co.in,9986780174
1300,Susan Forsberg,Male,Mechanical,9.12,SusanForsberg@yahoo.co.in,9986743222
1301,Irene Allen,Male,EIE,9.62,IreneAllen@gmail.com,9986635182
1302,Keitha Maha,Male,ECE,7.17,KeithaMaha@yahoo.co.in,9986948925
1303,Joe Sherlock,Female,EIE,7.89,JoeSherlock@gmail.com,9986051151
1304,Boris Lockett,Male,EEE,5.79,BorisLockett@yahoo.co.in,9986621258
1305,Jack Vela,Male,Civil,7.81,JackVela@hotmail.com,9986731948
1306,Michael Williams,Male,CSE,9.35,MichaelWilliams@rediffmail.com,9986370611
1307,Carolyn Shapiro,Female,ECE,6.27,CarolynShapiro@gmail.com,9986720148
1308,Gloria Jones,Male,CSE,6.63,GloriaJones@hotmail.com,9986889029
1309,Crystal Williams,Male,Mechanical,5.73,CrystalWilliams@gmail.com,9986150918
1310,Gregory Law,Female,Mechanical,7.68,GregoryLaw@rediffmail.com,9986122507
1311,Timothy Grant,Male,ECE,5.45,TimothyGrant@hotmail.com,9986983656
1312,John Garcia,Female,CSE,6.29,JohnGarcia@yahoo.co.in,9986081490
1313,Peter Kidd,Female,EIE,7.92,PeterKidd@hotmail.com,9986945121
1314,Mildred Walker,Female,Mechanical,5.81,MildredWalker@hotmail.com,9986282028
1315,Juanita Fisk,Female,ECE,6.11,JuanitaFisk@hotmail.com,9986038090
1316,Thomas Middleton,Male,EIE,6.05,ThomasMiddleton@rediffmail.com,9986297259
1317,Laurie Sprauve,Male,EIE,9.18,LaurieSprauve@gmail.com,9986524830
1318,Lillie Sandlin,Female,ECE,5.83,LillieSandlin@gmail.com,9986721596
1319,Gerri Childers,Female,ECE,9.4,GerriChilders@hotmail.com,9986546347
1320,Terry Huggins,Male,CSE,5.25,TerryHuggins@rediffmail.com,9986486848
1321,Alan Smithers,Male,Mechanical,6.33,AlanSmithers@yahoo.co.in,9986959184
1322,Winifred Monroe,Female,EIE,5.45,WinifredMonroe@gmail.com,9986233854
1323,William Whelton,Male,Civil,5.6,WilliamWhelton@gmail.com,9986269771
1324,Mark Hines,Male,Mechanical,7.94,MarkHines@rediffmail.com,9986784222
1325,Robert Moe,Female,EIE,9.13,RobertMoe@yahoo.co.in,9986713181
1326,Maria Evey,Female,ECE,5.73,MariaEvey@rediffmail.com,9986168681
1327,Bonnie Martins,Female,Civil,5.37,BonnieMartins@hotmail.com,9986694926
1328,Sally Hogan,Male,Civil,9.82,SallyHogan@hotmail.com,9986118315
1329,Victoria Phillips,Male,Mechanical,9.05,VictoriaPhillips@yahoo.co.in,9986939069
1330,Madelyn Roussel,Female,Mechanical,7.24,MadelynRoussel@gmail.com,9986916974
1331,Cynthia Ruiz,Male,Civil,5.08,CynthiaRuiz@gmail.com,9986028834
1332,Rebbecca Roberts,Male,Civil,7.89,RebbeccaRoberts@rediffmail.com,9986454470
1333,Emily Garman,Male,EEE,6.81,EmilyGarman@gmail.com,9986928922
1334,Sharon Griffith,Male,Civil,6.17,SharonGriffith@yahoo.co.in,9986916622
1335,Crystal Batie,Male,ECE,6.65,CrystalBatie@gmail.com,9986738604
1336,Megan Mackey,Male,Mechanical,9.2,MeganMackey@rediffmail.com,9986896240
1337,Fred Res,Female,Mechanical,6.31,FredRes@rediffmail.com,9986507908
1338,Darlene Marrero,Male,CSE,9.65,DarleneMarrero@yahoo.co.in,9986643983
1339,Tamara Vigne,Male,Civil,6.43,TamaraVigne@gmail.com,9986667418
1340,Louise Caballero,Female,ECE,9.02,LouiseCaballero@gmail.com,9986256838
1341,Jasper Penwell,Female,CSE,7.6,JasperPenwell@yahoo.co.in,9986836772
1342,Gary Williams,Female,EIE,5.35,GaryWilliams@rediffmail.com,9986195777
1343,Helen Acosta,Male,Mechanical,8.37,HelenAcosta@hotmail.com,9986743422
1344,Terry Cimini,Female,EEE,6.49,TerryCimini@yahoo.co.in,9986827125
1345,Gary Frankel,Male,EIE,8.02,GaryFrankel@yahoo.co.in,9986735596
1346,Tommy Beach,Male,EIE,7.77,TommyBeach@hotmail.com,9986215959
1347,Joseph Kelley,Female,CSE,6.33,JosephKelley@rediffmail.com,9986730674
1348,Michelle Looper,Female,Mechanical,8.76,MichelleLooper@hotmail.com,9986308244
1349,Barbara Brady,Male,Civil,5.68,BarbaraBrady@hotmail.com,9986351569
1350,Sharyn Kim,Male,Mechanical,8.35,SharynKim@gmail.com,9986540721
1351,Richard Bulter,Male,CSE,6.12,RichardBulter@gmail.com,9986161631
1352,Gary Kirker,Female,Civil,8.28,GaryKirker@rediffmail.com,9986771840
1353,Maria Rehart,Male,EEE,7.86,MariaRehart@rediffmail.com,9986962904
1354,Risa Byrum,Female,Civil,7.22,RisaByrum@yahoo.co.in,9986081075
1355,Richard Brown,Male,CSE,7.74,RichardBrown@hotmail.com,9986954017
1356,Trevor Towns,Male,ECE,8.07,TrevorTowns@hotmail.com,9986960569
1357,Clara Ferguson,Female,EIE,5.57,ClaraFerguson@rediffmail.com,9986588650
1358,Paris Brown,Female,EEE,8.38,ParisBrown@rediffmail.com,9986234961
1359,Beatrice Canning,Female,EEE,6.29,BeatriceCanning@gmail.com,9986680113
1360,Lisa Bradshaw,Female,EIE,9.59,LisaBradshaw@rediffmail.com,9986913768
1361,Justin Haddix,Male,EEE,9.68,JustinHaddix@hotmail.com,9986877706
1362,Teresa Leone,Female,ECE,6.25,TeresaLeone@hotmail.com,9986972797
1363,Deborah Perez,Female,EIE,5.86,DeborahPerez@yahoo.co.in,9986972664
1364,Lydia Smith,Male,ECE,7.16,LydiaSmith@rediffmail.com,9986579689
1365,Georgia Mcguiness,Female,EEE,8.04,GeorgiaMcguiness@gmail.com,9986053479
1366,Doris Wu,Female,ECE,9.81,DorisWu@gmail.com,9986607926
1367,Deborah Daniel,Female,ECE,9.5,DeborahDaniel@yahoo.co.in,9986255680
1368,John Alto,Male,Mechanical,8.53,JohnAlto@yahoo.co.in,9986126404
1369,Sammie Lucas,Female,Civil,6.32,SammieLucas@yahoo.co.in,9986583003
1370,Kenya Coronado,Female,ECE,6.38,KenyaCoronado@gmail.com,9986188054
1371,Gary Buckles,Male,Mechanical,6.36,GaryBuckles@rediffmail.com,9986092785
1372,Linda Kaye,Female,CSE,7.86,LindaKaye@yahoo.co.in,9986032602
1373,Bianca Carlson,Male,EIE,9.28,BiancaCarlson@yahoo.co.in,9986234864
1374,Andrew Willis,Female,ECE,5.46,AndrewWillis@hotmail.com,9986530319
1375,Jessica Lepley,Female,CSE,6.06,JessicaLepley@hotmail.com,9986219651
1376,Debra Diaz,Female,ECE,6.62,DebraDiaz@yahoo.co.in,9986574019
